"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Production, transportation, and material moving occupations","California","1,839,938","±10,817","11.10%","±0.1",2010
"Civilian employed population 16 years and over","Colorado","2,456,139","±6,374","2,456,139","(X)",2010
"Management, business, science, and arts occupations","Colorado","950,795","±7,210","38.70%","±0.3",2010
"Service occupations","Colorado","403,356","±5,515","16.40%","±0.2",2010
"Sales and office occupations","Colorado","613,483","±5,583","25.00%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Colorado","260,747","±3,481","10.60%","±0.1",2010
"Production, transportation, and material moving occupations","Colorado","227,758","±3,289","9.30%","±0.1",2010
"Civilian employed population 16 years and over","Connecticut","1,765,549","±5,408","1,765,549","(X)",2010
"Management, business, science, and arts occupations","Connecticut","705,626","±6,000","40.00%","±0.3",2010
"Service occupations","Connecticut","296,576","±3,948","16.80%","±0.2",2010
"Sales and office occupations","Connecticut","442,229","±4,515","25.00%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Connecticut","141,758","±2,914","8.00%","±0.2",2010
"Production, transportation, and material moving occupations","Connecticut","179,360","±2,983","10.20%","±0.2",2010
"Civilian employed population 16 years and over","Delaware","419,062","±2,855","419,062","(X)",2010
"Management, business, science, and arts occupations","Delaware","154,416","±2,564","36.80%","±0.5",2010
"Service occupations","Delaware","71,321","±1,903","17.00%","±0.4",2010
"Sales and office occupations","Delaware","108,933","±2,089","26.00%","±0.5",2010
"Natural resources, construction, and maintenance occupations","Delaware","40,053","±1,464","9.60%","±0.3",2010
"Production, transportation, and material moving occupations","Delaware","44,339","±1,693","10.60%","±0.4",2010
"Civilian employed population 16 years and over","District of Columbia","297,189","±2,534","297,189","(X)",2010
"Management, business, science, and arts occupations","District of Columbia","171,467","±1,834","57.70%","±0.6",2010
"Service occupations","District of Columbia","46,967","±1,846","15.80%","±0.6",2010
"Sales and office occupations","District of Columbia","55,406","±1,655","18.60%","±0.5",2010
"Natural resources, construction, and maintenance occupations","District of Columbia","9,488","±823","3.20%","±0.3",2010
"Production, transportation, and material moving occupations","District of Columbia","13,861","±1,144","4.70%","±0.4",2010
"Civilian employed population 16 years and over","Florida","8,317,203","±15,196","8,317,203","(X)",2010
"Management, business, science, and arts occupations","Florida","2,728,528","±17,011","32.80%","±0.2",2010
"Service occupations","Florida","1,582,940","±10,880","19.00%","±0.1",2010
"Sales and office occupations","Florida","2,354,585","±12,407","28.30%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Florida","887,355","±8,526","10.70%","±0.1",2010
"Production, transportation, and material moving occupations","Florida","763,795","±6,890","9.20%","±0.1",2010
"Civilian employed population 16 years and over","Georgia","4,296,760","±9,294","4,296,760","(X)",2010
"Management, business, science, and arts occupations","Georgia","1,489,548","±11,264","34.70%","±0.2",2010
"Service occupations","Georgia","675,547","±6,136","15.70%","±0.1",2010
"Sales and office occupations","Georgia","1,109,575","±7,418","25.80%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Georgia","449,729","±5,366","10.50%","±0.1",2010
"Production, transportation, and material moving occupations","Georgia","572,361","±6,013","13.30%","±0.1",2010
"Civilian employed population 16 years and over","Hawaii","636,454","±3,786","636,454","(X)",2010
"Management, business, science, and arts occupations","Hawaii","211,061","±3,321","33.20%","±0.5",2010
"Service occupations","Hawaii","138,660","±2,821","21.80%","±0.4",2010
"Sales and office occupations","Hawaii","166,912","±2,789","26.20%","±0.4",2010
"Natural resources, construction, and maintenance occupations","Hawaii","67,326","±1,814","10.60%","±0.3",2010
"Production, transportation, and material moving occupations","Hawaii","52,495","±1,506","8.20%","±0.2",2010
"Civilian employed population 16 years and over","Idaho","698,898","±2,560","698,898","(X)",2010
"Management, business, science, and arts occupations","Idaho","229,345","±3,177","32.80%","±0.4",2010
"Service occupations","Idaho","116,279","±2,110","16.60%","±0.3",2010
"Sales and office occupations","Idaho","172,744","±2,864","24.70%","±0.4",2010
"Natural resources, construction, and maintenance occupations","Idaho","94,239","±2,170","13.50%","±0.3",2010
"Production, transportation, and material moving occupations","Idaho","86,291","±2,104","12.30%","±0.3",2010
"Civilian employed population 16 years and over","Illinois","6,062,848","±11,006","6,062,848","(X)",2010
"Management, business, science, and arts occupations","Illinois","2,159,236","±11,931","35.60%","±0.2",2010
"Service occupations","Illinois","989,889","±7,732","16.30%","±0.1",2010
"Sales and office occupations","Illinois","1,566,966","±8,451","25.80%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Illinois","490,469","±4,343","8.10%","±0.1",2010
"Production, transportation, and material moving occupations","Illinois","856,288","±6,415","14.10%","±0.1",2010
"Civilian employed population 16 years and over","Indiana","2,999,570","±7,274","2,999,570","(X)",2010
"Management, business, science, and arts occupations","Indiana","940,029","±7,029","31.30%","±0.2",2010
"Service occupations","Indiana","491,144","±5,414","16.40%","±0.2",2010
"Sales and office occupations","Indiana","733,842","±5,106","24.50%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Indiana","286,699","±3,616","9.60%","±0.1",2010
"Production, transportation, and material moving occupations","Indiana","547,856","±4,600","18.30%","±0.1",2010
"Civilian employed population 16 years and over","Iowa","1,553,594","±3,661","1,553,594","(X)",2010
"Management, business, science, and arts occupations","Iowa","514,839","±4,883","33.10%","±0.3",2010
"Service occupations","Iowa","252,779","±3,406","16.30%","±0.2",2010
"Sales and office occupations","Iowa","379,912","±3,760","24.50%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Iowa","149,745","±2,335","9.60%","±0.2",2010
"Production, transportation, and material moving occupations","Iowa","256,319","±3,209","16.50%","±0.2",2010
"Civilian employed population 16 years and over","Kansas","1,390,619","±4,168","1,390,619","(X)",2010
"Management, business, science, and arts occupations","Kansas","493,150","±4,000","35.50%","±0.3",2010
"Service occupations","Kansas","225,659","±3,029","16.20%","±0.2",2010
"Sales and office occupations","Kansas","341,579","±3,236","24.60%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Kansas","141,660","±2,428","10.20%","±0.2",2010
"Production, transportation, and material moving occupations","Kansas","188,571","±2,493","13.60%","±0.2",2010
"Civilian employed population 16 years and over","Kentucky","1,871,531","±5,208","1,871,531","(X)",2010
"Management, business, science, and arts occupations","Kentucky","588,176","±5,412","31.40%","±0.3",2010
"Service occupations","Kentucky","301,897","±3,613","16.10%","±0.2",2010
"Sales and office occupations","Kentucky","466,832","±4,150","24.90%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Kentucky","201,659","±3,080","10.80%","±0.2",2010
"Production, transportation, and material moving occupations","Kentucky","312,967","±3,494","16.70%","±0.2",2010
"Civilian employed population 16 years and over","Louisiana","1,952,818","±5,980","1,952,818","(X)",2010
"Management, business, science, and arts occupations","Louisiana","600,334","±6,347","30.70%","±0.3",2010
"Service occupations","Louisiana","351,169","±3,969","18.00%","±0.2",2010
"Sales and office occupations","Louisiana","496,315","±4,729","25.40%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Louisiana","253,826","±3,660","13.00%","±0.2",2010
"Production, transportation, and material moving occupations","Louisiana","251,174","±3,858","12.90%","±0.2",2010
"Civilian employed population 16 years and over","Maine","657,556","±2,831","657,556","(X)",2010
"Management, business, science, and arts occupations","Maine","224,966","±2,817","34.20%","±0.4",2010
"Service occupations","Maine","115,271","±1,762","17.50%","±0.3",2010
"Sales and office occupations","Maine","160,970","±2,063","24.50%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Maine","76,425","±1,376","11.60%","±0.2",2010
"Production, transportation, and material moving occupations","Maine","79,924","±1,695","12.20%","±0.2",2010
"Civilian employed population 16 years and over","Maryland","2,903,595","±6,156","2,903,595","(X)",2010
"Management, business, science, and arts occupations","Maryland","1,257,549","±7,447","43.30%","±0.2",2010
"Service occupations","Maryland","462,199","±5,903","15.90%","±0.2",2010
"Sales and office occupations","Maryland","700,815","±5,417","24.10%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Maryland","252,428","±3,721","8.70%","±0.1",2010
"Production, transportation, and material moving occupations","Maryland","230,604","±3,631","7.90%","±0.1",2010
"Civilian employed population 16 years and over","Massachusetts","3,271,535","±7,325","3,271,535","(X)",2010
"Management, business, science, and arts occupations","Massachusetts","1,400,638","±9,307","42.80%","±0.2",2010
"Service occupations","Massachusetts","541,505","±5,554","16.60%","±0.2",2010
"Sales and office occupations","Massachusetts","790,915","±5,267","24.20%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Massachusetts","241,318","±3,603","7.40%","±0.1",2010
"Production, transportation, and material moving occupations","Massachusetts","297,159","±4,106","9.10%","±0.1",2010
"Civilian employed population 16 years and over","Michigan","4,369,785","±10,590","4,369,785","(X)",2010
"Management, business, science, and arts occupations","Michigan","1,466,434","±10,834","33.60%","±0.2",2010
"Service occupations","Michigan","784,602","±5,754","18.00%","±0.1",2010
"Sales and office occupations","Michigan","1,097,121","±6,063","25.10%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Michigan","362,561","±4,320","8.30%","±0.1",2010
"Production, transportation, and material moving occupations","Michigan","659,067","±5,532","15.10%","±0.1",2010
"Civilian employed population 16 years and over","Minnesota","2,730,721","±5,905","2,730,721","(X)",2010
"Management, business, science, and arts occupations","Minnesota","1,032,299","±6,251","37.80%","±0.2",2010
"Service occupations","Minnesota","432,687","±3,862","15.80%","±0.1",2010
"Sales and office occupations","Minnesota","676,165","±4,342","24.80%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Minnesota","232,546","±2,751","8.50%","±0.1",2010
"Production, transportation, and material moving occupations","Minnesota","357,024","±3,449","13.10%","±0.1",2010
"Civilian employed population 16 years and over","Mississippi","1,216,050","±4,564","1,216,050","(X)",2010
"Management, business, science, and arts occupations","Mississippi","361,465","±4,100","29.70%","±0.3",2010
"Service occupations","Mississippi","210,415","±3,944","17.30%","±0.3",2010
"Sales and office occupations","Mississippi","296,064","±4,014","24.30%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Mississippi","146,996","±3,098","12.10%","±0.3",2010
"Production, transportation, and material moving occupations","Mississippi","201,110","±3,271","16.50%","±0.3",2010
"Civilian employed population 16 years and over","Missouri","2,796,027","±6,634","2,796,027","(X)",2010
"Management, business, science, and arts occupations","Missouri","936,775","±5,986","33.50%","±0.2",2010
"Service occupations","Missouri","474,004","±3,982","17.00%","±0.1",2010
"Sales and office occupations","Missouri","724,803","±4,930","25.90%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Missouri","274,590","±3,604","9.80%","±0.1",2010
"Production, transportation, and material moving occupations","Missouri","385,855","±3,926","13.80%","±0.1",2010
"Civilian employed population 16 years and over","Montana","476,195","±2,665","476,195","(X)",2010
"Management, business, science, and arts occupations","Montana","162,468","±2,225","34.10%","±0.4",2010
"Service occupations","Montana","87,500","±2,137","18.40%","±0.4",2010
"Sales and office occupations","Montana","115,213","±2,235","24.20%","±0.4",2010
"Natural resources, construction, and maintenance occupations","Montana","63,395","±1,390","13.30%","±0.3",2010
"Production, transportation, and material moving occupations","Montana","47,619","±1,240","10.00%","±0.2",2010
"Civilian employed population 16 years and over","Nebraska","937,574","±3,147","937,574","(X)",2010
"Management, business, science, and arts occupations","Nebraska","326,431","±3,396","34.80%","±0.3",2010
"Service occupations","Nebraska","152,265","±2,503","16.20%","±0.3",2010
"Sales and office occupations","Nebraska","234,830","±3,219","25.00%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Nebraska","94,974","±1,727","10.10%","±0.2",2010
"Production, transportation, and material moving occupations","Nebraska","129,074","±2,085","13.80%","±0.2",2010
"Civilian employed population 16 years and over","Nevada","1,254,163","±5,518","1,254,163","(X)",2010
"Management, business, science, and arts occupations","Nevada","343,316","±4,545","27.40%","±0.3",2010
"Service occupations","Nevada","324,844","±4,879","25.90%","±0.4",2010
"Sales and office occupations","Nevada","327,123","±4,930","26.10%","±0.4",2010
"Natural resources, construction, and maintenance occupations","Nevada","136,811","±2,963","10.90%","±0.2",2010
"Production, transportation, and material moving occupations","Nevada","122,069","±2,334","9.70%","±0.2",2010
"Civilian employed population 16 years and over","New Hampshire","695,283","±3,057","695,283","(X)",2010
"Management, business, science, and arts occupations","New Hampshire","266,754","±3,059","38.40%","±0.4",2010
"Service occupations","New Hampshire","105,779","±2,132","15.20%","±0.3",2010
"Sales and office occupations","New Hampshire","177,675","±2,761","25.60%","±0.4",2010
"Natural resources, construction, and maintenance occupations","New Hampshire","65,612","±1,400","9.40%","±0.2",2010
"Production, transportation, and material moving occupations","New Hampshire","79,463","±2,214","11.40%","±0.3",2010
"Civilian employed population 16 years and over","New Jersey","4,230,560","±9,166","4,230,560","(X)",2010
"Management, business, science, and arts occupations","New Jersey","1,667,330","±10,083","39.40%","±0.2",2010
"Service occupations","New Jersey","668,098","±6,004","15.80%","±0.1",2010
"Sales and office occupations","New Jersey","1,122,931","±6,223","26.50%","±0.1",2010
"Natural resources, construction, and maintenance occupations","New Jersey","331,641","±4,256","7.80%","±0.1",2010
"Production, transportation, and material moving occupations","New Jersey","440,560","±5,205","10.40%","±0.1",2010
"Civilian employed population 16 years and over","New Mexico","888,761","±4,268","888,761","(X)",2010
"Management, business, science, and arts occupations","New Mexico","305,845","±3,877","34.40%","±0.4",2010
"Service occupations","New Mexico","169,033","±3,019","19.00%","±0.3",2010
"Sales and office occupations","New Mexico","215,717","±3,373","24.30%","±0.3",2010
"Natural resources, construction, and maintenance occupations","New Mexico","112,591","±2,603","12.70%","±0.3",2010
"Production, transportation, and material moving occupations","New Mexico","85,575","±2,078","9.60%","±0.2",2010
"Civilian employed population 16 years and over","New York","9,045,999","±11,816","9,045,999","(X)",2010
"Management, business, science, and arts occupations","New York","3,432,468","±14,714","37.90%","±0.2",2010
"Service occupations","New York","1,731,594","±9,871","19.10%","±0.1",2010
"Sales and office occupations","New York","2,281,008","±11,052","25.20%","±0.1",2010
"Natural resources, construction, and maintenance occupations","New York","703,623","±5,776","7.80%","±0.1",2010
"Production, transportation, and material moving occupations","New York","897,306","±6,826","9.90%","±0.1",2010
"Civilian employed population 16 years and over","North Carolina","4,234,087","±8,605","4,234,087","(X)",2010
"Management, business, science, and arts occupations","North Carolina","1,456,401","±9,077","34.40%","±0.2",2010
"Service occupations","North Carolina","691,068","±5,762","16.30%","±0.1",2010
"Sales and office occupations","North Carolina","1,029,952","±7,104","24.30%","±0.2",2010
"Natural resources, construction, and maintenance occupations","North Carolina","464,158","±5,258","11.00%","±0.1",2010
"Production, transportation, and material moving occupations","North Carolina","592,508","±5,269","14.00%","±0.1",2010
"Civilian employed population 16 years and over","North Dakota","352,012","±1,800","352,012","(X)",2010
"Management, business, science, and arts occupations","North Dakota","120,504","±1,903","34.20%","±0.5",2010
"Service occupations","North Dakota","61,836","±1,451","17.60%","±0.4",2010
"Sales and office occupations","North Dakota","84,861","±1,627","24.10%","±0.4",2010
"Natural resources, construction, and maintenance occupations","North Dakota","41,902","±1,316","11.90%","±0.4",2010
"Production, transportation, and material moving occupations","North Dakota","42,909","±1,203","12.20%","±0.3",2010
"Civilian employed population 16 years and over","Ohio","5,369,857","±11,476","5,369,857","(X)",2010
"Management, business, science, and arts occupations","Ohio","1,794,193","±12,248","33.40%","±0.2",2010
"Service occupations","Ohio","916,733","±5,958","17.10%","±0.1",2010
"Sales and office occupations","Ohio","1,357,545","±7,703","25.30%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Ohio","442,786","±4,393","8.20%","±0.1",2010
"Production, transportation, and material moving occupations","Ohio","858,600","±6,292","16.00%","±0.1",2010
"Civilian employed population 16 years and over","Oklahoma","1,674,765","±5,087","1,674,765","(X)",2010
"Management, business, science, and arts occupations","Oklahoma","534,927","±5,190","31.90%","±0.3",2010
"Service occupations","Oklahoma","285,400","±3,592","17.00%","±0.2",2010
"Sales and office occupations","Oklahoma","426,479","±3,953","25.50%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Oklahoma","202,869","±3,395","12.10%","±0.2",2010
"Production, transportation, and material moving occupations","Oklahoma","225,090","±3,167","13.40%","±0.2",2010
"Civilian employed population 16 years and over","Oregon","1,763,324","±5,841","1,763,324","(X)",2010
"Management, business, science, and arts occupations","Oregon","618,620","±5,373","35.10%","±0.3",2010
"Service occupations","Oregon","304,506","±4,007","17.30%","±0.2",2010
"Sales and office occupations","Oregon","441,701","±4,984","25.00%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Oregon","183,368","±3,495","10.40%","±0.2",2010
"Production, transportation, and material moving occupations","Oregon","215,129","±3,065","12.20%","±0.2",2010
"Civilian employed population 16 years and over","Pennsylvania","5,940,972","±10,456","5,940,972","(X)",2010
"Management, business, science, and arts occupations","Pennsylvania","2,092,428","±10,845","35.20%","±0.2",2010
"Service occupations","Pennsylvania","985,928","±7,578","16.60%","±0.1",2010
"Sales and office occupations","Pennsylvania","1,507,431","±6,867","25.40%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Pennsylvania","528,285","±4,165","8.90%","±0.1",2010
"Production, transportation, and material moving occupations","Pennsylvania","826,900","±5,042","13.90%","±0.1",2010
"Civilian employed population 16 years and over","Rhode Island","515,924","±2,921","515,924","(X)",2010
"Management, business, science, and arts occupations","Rhode Island","186,917","±2,726","36.20%","±0.5",2010
"Service occupations","Rhode Island","96,384","±2,122","18.70%","±0.4",2010
"Sales and office occupations","Rhode Island","130,026","±2,144","25.20%","±0.4",2010
"Natural resources, construction, and maintenance occupations","Rhode Island","39,701","±1,165","7.70%","±0.2",2010
"Production, transportation, and material moving occupations","Rhode Island","62,896","±1,653","12.20%","±0.3",2010
"Civilian employed population 16 years and over","South Carolina","2,002,289","±6,513","2,002,289","(X)",2010
"Management, business, science, and arts occupations","South Carolina","636,616","±5,667","31.80%","±0.3",2010
"Service occupations","South Carolina","344,070","±4,691","17.20%","±0.2",2010
"Sales and office occupations","South Carolina","506,896","±4,858","25.30%","±0.2",2010
"Natural resources, construction, and maintenance occupations","South Carolina","216,593","±3,440","10.80%","±0.2",2010
"Production, transportation, and material moving occupations","South Carolina","298,114","±4,128","14.90%","±0.2",2010
"Civilian employed population 16 years and over","South Dakota","410,156","±2,066","410,156","(X)",2010
"Management, business, science, and arts occupations","South Dakota","141,218","±1,986","34.40%","±0.4",2010
"Service occupations","South Dakota","67,938","±1,592","16.60%","±0.4",2010
"Sales and office occupations","South Dakota","102,047","±1,592","24.90%","±0.4",2010
"Natural resources, construction, and maintenance occupations","South Dakota","45,397","±1,430","11.10%","±0.3",2010
"Production, transportation, and material moving occupations","South Dakota","53,556","±1,490","13.10%","±0.4",2010
"Civilian employed population 16 years and over","Tennessee","2,816,637","±8,548","2,816,637","(X)",2010
"Management, business, science, and arts occupations","Tennessee","903,219","±8,283","32.10%","±0.3",2010
"Service occupations","Tennessee","461,228","±5,269","16.40%","±0.2",2010
"Sales and office occupations","Tennessee","729,116","±5,238","25.90%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Tennessee","281,967","±4,590","10.00%","±0.2",2010
"Production, transportation, and material moving occupations","Tennessee","441,107","±5,558","15.70%","±0.2",2010
"Civilian employed population 16 years and over","Texas","11,125,616","±13,351","11,125,616","(X)",2010
"Management, business, science, and arts occupations","Texas","3,751,544","±18,837","33.70%","±0.2",2010
"Service occupations","Texas","1,877,988","±11,280","16.90%","±0.1",2010
"Sales and office occupations","Texas","2,854,195","±12,845","25.70%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Texas","1,291,496","±9,482","11.60%","±0.1",2010
"Production, transportation, and material moving occupations","Texas","1,350,393","±8,662","12.10%","±0.1",2010
"Civilian employed population 16 years and over","Utah","1,236,803","±3,780","1,236,803","(X)",2010
"Management, business, science, and arts occupations","Utah","429,502","±4,171","34.70%","±0.3",2010
"Service occupations","Utah","185,254","±3,179","15.00%","±0.2",2010
"Sales and office occupations","Utah","341,109","±3,359","27.60%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Utah","129,475","±2,325","10.50%","±0.2",2010
"Production, transportation, and material moving occupations","Utah","151,463","±2,714","12.20%","±0.2",2010
"Civilian employed population 16 years and over","Vermont","329,676","±1,864","329,676","(X)",2010
"Management, business, science, and arts occupations","Vermont","128,702","±1,845","39.00%","±0.5",2010
"Service occupations","Vermont","55,907","±1,351","17.00%","±0.4",2010
"Sales and office occupations","Vermont","75,130","±1,704","22.80%","±0.5",2010
"Natural resources, construction, and maintenance occupations","Vermont","35,325","±1,040","10.70%","±0.3",2010
"Production, transportation, and material moving occupations","Vermont","34,612","±973","10.50%","±0.3",2010
"Civilian employed population 16 years and over","Virginia","3,824,131","±8,136","3,824,131","(X)",2010
"Management, business, science, and arts occupations","Virginia","1,570,592","±10,085","41.10%","±0.2",2010
"Service occupations","Virginia","594,319","±5,932","15.50%","±0.2",2010
"Sales and office occupations","Virginia","906,757","±5,915","23.70%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Virginia","366,748","±5,040","9.60%","±0.1",2010
"Production, transportation, and material moving occupations","Virginia","385,715","±3,901","10.10%","±0.1",2010
"Civilian employed population 16 years and over","Washington","3,124,821","±8,306","3,124,821","(X)",2010
"Management, business, science, and arts occupations","Washington","1,183,415","±7,957","37.90%","±0.2",2010
"Service occupations","Washington","517,817","±6,014","16.60%","±0.2",2010
"Sales and office occupations","Washington","751,182","±6,100","24.00%","±0.2",2010
"Natural resources, construction, and maintenance occupations","Washington","321,440","±4,065","10.30%","±0.1",2010
"Production, transportation, and material moving occupations","Washington","350,967","±4,088","11.20%","±0.1",2010
"Civilian employed population 16 years and over","West Virginia","763,691","±3,805","763,691","(X)",2010
"Management, business, science, and arts occupations","West Virginia","229,188","±3,128","30.00%","±0.4",2010
"Service occupations","West Virginia","139,861","±2,330","18.30%","±0.3",2010
"Sales and office occupations","West Virginia","188,558","±2,582","24.70%","±0.3",2010
"Natural resources, construction, and maintenance occupations","West Virginia","99,923","±2,024","13.10%","±0.3",2010
"Production, transportation, and material moving occupations","West Virginia","106,161","±2,206","13.90%","±0.3",2010
"Civilian employed population 16 years and over","Wisconsin","2,869,310","±6,891","2,869,310","(X)",2010
"Management, business, science, and arts occupations","Wisconsin","947,672","±6,669","33.00%","±0.2",2010
"Service occupations","Wisconsin","462,097","±3,837","16.10%","±0.1",2010
"Sales and office occupations","Wisconsin","702,658","±4,120","24.50%","±0.1",2010
"Natural resources, construction, and maintenance occupations","Wisconsin","262,749","±2,944","9.20%","±0.1",2010
"Production, transportation, and material moving occupations","Wisconsin","494,134","±4,145","17.20%","±0.1",2010
"Civilian employed population 16 years and over","Wyoming","284,148","±1,824","284,148","(X)",2010
"Management, business, science, and arts occupations","Wyoming","87,968","±1,767","31.00%","±0.6",2010
"Service occupations","Wyoming","47,965","±1,557","16.90%","±0.5",2010
"Sales and office occupations","Wyoming","64,304","±1,484","22.60%","±0.5",2010
"Natural resources, construction, and maintenance occupations","Wyoming","46,942","±1,358","16.50%","±0.5",2010
"Production, transportation, and material moving occupations","Wyoming","36,969","±1,163","13.00%","±0.4",2010
"Civilian employed population 16 years and over","Puerto Rico","1,149,431","±5,667","1,149,431","(X)",2010
"Management, business, science, and arts occupations","Puerto Rico","339,552","±3,533","29.50%","±0.3",2010
"Service occupations","Puerto Rico","225,695","±3,022","19.60%","±0.2",2010
"Sales and office occupations","Puerto Rico","319,469","±3,710","27.80%","±0.3",2010
"Natural resources, construction, and maintenance occupations","Puerto Rico","126,706","±2,334","11.00%","±0.2",2010
"Production, transportation, and material moving occupations","Puerto Rico","138,009","±2,339","12.00%","±0.2",2010
"Civilian employed population 16 years and over","Alabama","2,027,919","±7,620","2,027,919","(X)",2011
"Management, business, science, and arts occupations","Alabama","641,698","±5,781","31.60%","±0.3",2011
"Service occupations","Alabama","327,789","±4,365","16.20%","±0.2",2011
"Sales and office occupations","Alabama","512,500","±4,232","25.30%","±0.2",2011
"Natural resources, construction, and maintenance occupations","Alabama","225,437","±3,552","11.10%","±0.2",2011
"Production, transportation, and material moving occupations","Alabama","320,495","±4,222","15.80%","±0.2",2011
"Civilian employed population 16 years and over","Alaska","336,026","±2,127","336,026","(X)",2011
"Management, business, science, and arts occupations","Alaska","118,455","±1,960","35.30%","±0.6",2011
"Service occupations","Alaska","56,756","±1,548","16.90%","±0.4",2011
"Sales and office occupations","Alaska","80,391","±1,702","23.90%","±0.5",2011
"Natural resources, construction, and maintenance occupations","Alaska","43,571","±1,497","13.00%","±0.4",2011
"Production, transportation, and material moving occupations","Alaska","36,853","±1,276","11.00%","±0.4",2011
"Civilian employed population 16 years and over","Arizona","2,739,077","±8,466","2,739,077","(X)",2011
"Management, business, science, and arts occupations","Arizona","949,454","±7,862","34.70%","±0.2",2011
"Service occupations","Arizona","518,070","±5,307","18.90%","±0.2",2011
"Sales and office occupations","Arizona","733,607","±6,430","26.80%","±0.2",2011
"Natural resources, construction, and maintenance occupations","Arizona","279,924","±4,225","10.20%","±0.1",2011
"Production, transportation, and material moving occupations","Arizona","258,022","±3,658","9.40%","±0.1",2011
"Civilian employed population 16 years and over","Arkansas","1,252,276","±5,739","1,252,276","(X)",2011
"Management, business, science, and arts occupations","Arkansas","383,294","±4,558","30.60%","±0.3",2011
"Service occupations","Arkansas","210,975","±3,518","16.80%","±0.3",2011
"Sales and office occupations","Arkansas","306,713","±4,666","24.50%","±0.3",2011
"Natural resources, construction, and maintenance occupations","Arkansas","140,001","±2,614","11.20%","±0.2",2011
