"Year","LocationAbbr","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age.years.","Education","Gender","Income","Race.Ethnicity","GeoLocation","LocationID","StratificationCategoryId1","StratificationID1"
2015,"GU",49.6,39.5,59.6,196,"","","","$50,000 - $74,999","","(13.444304, 144.793731)",66,"INC","INC5075"
2017,"UT",53.4,51.6,55.2,4516,"","","Male","","","(39.360700171, -111.587130635)",49,"GEN","MALE"
2015,"GU",51,41.7,60.3,264,"55 - 64","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR5564"
2015,"US",38.6,37.6,39.7,27461,"","Less than high school","","","","",59,"EDU","EDUHS"
2015,"GU",49.1,36.6,61.6,126,"","","","Data not reported","","(13.444304, 144.793731)",66,"INC","INCNR"
2015,"PR",29.7,26.2,33.6,851,"45 - 54","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR4554"
2015,"PR",38.1,35.5,40.8,1897,"","","Male","","","(18.220833, -66.590149)",72,"GEN","MALE"
2015,"PR",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(18.220833, -66.590149)",72,"RACE","RACEHPI"
2015,"GU",44,37.6,50.6,430,"","","","","Asian","(13.444304, 144.793731)",66,"RACE","RACEASN"
2011,"IN",51,37.1,64.8,92,"","","","","2 or more races","(39.766910452, -86.149960194)",18,"RACE","RACE2PLUS"
2015,"PR",49.7,40.7,58.8,162,"","","","$75,000 or greater","","(18.220833, -66.590149)",72,"INC","INC75PLUS"
2015,"GU",44.8,36.3,53.7,263,"","","","$15,000 - $24,999","","(13.444304, 144.793731)",66,"INC","INC1525"
2015,"PR",46.2,40.8,51.6,419,"18 - 24","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR1824"
2015,"GU",48.7,40.5,57.1,278,"25 - 34","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR2534"
2015,"PR",34.1,30.1,38.3,899,"","","","Data not reported","","(18.220833, -66.590149)",72,"INC","INCNR"
2015,"GU",52.4,40.8,63.9,125,"","","","","Hispanic","(13.444304, 144.793731)",66,"RACE","RACEHIS"
2017,"FL",45.3,41,49.7,2225,"","","","","Hispanic","(28.932040377, -81.928960539)",12,"RACE","RACEHIS"
2017,"AZ",49.1,46.9,51.3,3080,"","High school graduate","","","","(34.86597028, -111.763811277)",4,"EDU","EDUHSGRAD"
2017,"LA",39.3,27.1,52.9,75,"","","","","2 or more races","(31.312660644, -92.445680071)",22,"RACE","RACE2PLUS"
2017,"UT",47.6,44.1,51.1,1399,"","","","Data not reported","","(39.360700171, -111.587130635)",49,"INC","INCNR"
2017,"MO",55.7,44.2,66.5,131,"","","","","Hispanic","(38.635790776, -92.566300053)",29,"RACE","RACEHIS"
2017,"US",43.8,42.6,44.9,27842,"","","","","Hispanic","",59,"RACE","RACEHIS"
2017,"CA",49.9,45.6,54.1,929,"","","","Less than $15,000","","(37.638640123, -120.999999538)",6,"INC","INCLESS15"
2017,"IL",52.5,50.7,54.3,5071,"","","","","","(40.485010283, -88.997710178)",17,"OVR","OVERALL"
2017,"OK",46.4,39.8,53.1,278,"18 - 24","","","","","(35.472031356, -97.521070214)",40,"AGEYR","AGEYR1824"
2017,"SC",54,52,55.9,4283,"65 or older","","","","","(33.998821303, -81.045371207)",45,"AGEYR","AGEYR65PLUS"
2017,"NJ",32,26.5,38.1,670,"","Less than high school","","","","(40.130570048, -74.273691288)",34,"EDU","EDUHS"
2017,"LA",49.2,43.7,54.7,510,"","","","$50,000 - $74,999","","(31.312660644, -92.445680071)",22,"INC","INC5075"
2017,"MO",55.6,52.8,58.4,2254,"","College graduate","","","","(38.635790776, -92.566300053)",29,"EDU","EDUCOGRAD"
2017,"MO",34,28.7,39.7,588,"","Less than high school","","","","(38.635790776, -92.566300053)",29,"EDU","EDUHS"
2017,"HI",49.1,44.2,53.9,917,"","","","$15,000 - $24,999","","(21.304850435, -157.857749403)",15,"INC","INC1525"
2017,"OH",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(40.060210141, -82.404260056)",39,"RACE","RACEHPI"
2017,"GA",47.8,45.2,50.4,2278,"","","Male","","","(32.839681093, -83.627580346)",13,"GEN","MALE"
2017,"SD",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(44.353130053, -100.373530637)",46,"RACE","RACEHPI"
2017,"NE",54.9,52.9,57,4876,"65 or older","","","","","(41.641040988001, -99.365720623)",31,"AGEYR","AGEYR65PLUS"
2017,"OK",36.4,32.5,40.4,1123,"","","","Data not reported","","(35.472031356, -97.521070214)",40,"INC","INCNR"
2017,"PR",28.6,19.9,39.2,123,"","","","$50,000 - $74,999","","(18.220833, -66.590149)",72,"INC","INC5075"
2015,"PR",34.1,32.5,35.8,5179,"","","","","Hispanic","(18.220833, -66.590149)",72,"RACE","RACEHIS"
2017,"MO",NA,NA,NA,NA,"","","","","Other","(38.635790776, -92.566300053)",29,"RACE","RACEOTH"
2017,"NV",41.2,35.1,47.6,507,"","","","$15,000 - $24,999","","(39.49324039, -117.071840564)",32,"INC","INC1525"
2015,"GU",NA,NA,NA,NA,"","","","","Other","(13.444304, 144.793731)",66,"RACE","RACEOTH"
2017,"WV",47.4,45.1,49.6,2916,"","","Female","","","(38.665510202, -80.712640135)",54,"GEN","FEMALE"
2017,"ID",54.8,52.8,56.9,4418,"","","","","","(43.682630005, -114.363730042)",16,"OVR","OVERALL"
2017,"MI",56.9,55,58.8,3885,"","College graduate","","","","(44.661319543001, -84.71439027)",26,"EDU","EDUCOGRAD"
2017,"NH",50.7,44.1,57.3,549,"","","","$35,000 - $49,999","","(43.655950113, -71.50036092)",33,"INC","INC3550"
2017,"SC",51.5,48.9,54.1,2775,"","Some college or technical school","","","","(33.998821303, -81.045371207)",45,"EDU","EDUCOTEC"
2017,"MI",41.5,37.9,45.2,1206,"","","","$15,000 - $24,999","","(44.661319543001, -84.71439027)",26,"INC","INC1525"
2017,"DC",51.5,47.1,55.8,707,"45 - 54","","","","","(38.890371385, -77.031961127)",11,"AGEYR","AGEYR4554"
2017,"NC",51.2,46.9,55.6,858,"55 - 64","","","","","(35.466220975, -79.159250463)",37,"AGEYR","AGEYR5564"
2017,"RI",48.6,42.8,54.5,461,"35 - 44","","","","","(41.708280193, -71.522470314)",44,"AGEYR","AGEYR3544"
2017,"ID",52.8,36.5,68.6,66,"","","","","2 or more races","(43.682630005, -114.363730042)",16,"RACE","RACE2PLUS"
2017,"IN",43.6,40.5,46.9,1238,"35 - 44","","","","","(39.766910452, -86.149960194)",18,"AGEYR","AGEYR3544"
2017,"VA",50.9,49.3,52.4,8665,"","","","","","(37.542680674, -78.457890463)",51,"OVR","OVERALL"
2017,"US",49.5,47.2,51.8,8112,"","","","","Asian","",59,"RACE","RACEASN"
2017,"GU",42,34.3,50.1,223,"25 - 34","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR2534"
2017,"WA",56.1,53.1,59.1,1462,"35 - 44","","","","","(47.522278629, -120.47001079)",53,"AGEYR","AGEYR3544"
2017,"NH",62,59.1,64.8,2270,"","College graduate","","","","(43.655950113, -71.50036092)",33,"EDU","EDUCOGRAD"
2017,"ID",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(43.682630005, -114.363730042)",16,"RACE","RACEHPI"
2017,"ME",56,35.7,74.4,56,"","","","","Hispanic","(45.254228894001, -68.985031336)",23,"RACE","RACEHIS"
2017,"FL",59.1,56.2,62,5840,"","College graduate","","","","(28.932040377, -81.928960539)",12,"EDU","EDUCOGRAD"
2017,"IL",52.1,49.6,54.5,2820,"","","Female","","","(40.485010283, -88.997710178)",17,"GEN","FEMALE"
2017,"MA",49.5,42.7,56.4,386,"18 - 24","","","","","(42.27687047, -72.082690675)",25,"AGEYR","AGEYR1824"
2017,"NH",41.6,32.1,51.7,202,"","Less than high school","","","","(43.655950113, -71.50036092)",33,"EDU","EDUHS"
2017,"MN",49.9,46.1,53.8,1013,"18 - 24","","","","","(46.355648736, -94.794200503)",27,"AGEYR","AGEYR1824"
2017,"MS",NA,NA,NA,NA,"","","","","Other","(32.745510099, -89.538030825)",28,"RACE","RACEOTH"
2017,"US",58.8,58.3,59.3,151643,"","College graduate","","","","",59,"EDU","EDUCOGRAD"
2017,"AR",37.4,30.2,45.2,520,"","","","Less than $15,000","","(34.748650124, -92.274490743)",5,"INC","INCLESS15"
2017,"NY",44.5,40.6,48.5,1167,"","","","Data not reported","","(42.827001032, -75.543970427)",36,"INC","INCNR"
2017,"VI",NA,NA,NA,NA,"","","","$50,000 - $74,999","","(18.335765, -64.896335)",78,"INC","INC5075"
2017,"WV",57.8,54,61.4,1052,"","","","$75,000 or greater","","(38.665510202, -80.712640135)",54,"INC","INC75PLUS"
2017,"SC",30.7,23.8,38.5,294,"","","","","Hispanic","(33.998821303, -81.045371207)",45,"RACE","RACEHIS"
2017,"MT",NA,NA,NA,NA,"","","","","Asian","(47.066528972, -109.424420645)",30,"RACE","RACEASN"
2017,"MN",52.8,51.7,53.9,13491,"","","","","Non-Hispanic White","(46.355648736, -94.794200503)",27,"RACE","RACEWHT"
2017,"MI",47.6,45.9,49.3,5532,"","","Female","","","(44.661319543001, -84.71439027)",26,"GEN","FEMALE"
2017,"MT",55,52.4,57.6,2937,"","","Female","","","(47.066528972, -109.424420645)",30,"GEN","FEMALE"
2017,"ID",59.5,56.2,62.8,1437,"","Some college or technical school","","","","(43.682630005, -114.363730042)",16,"EDU","EDUCOTEC"
2017,"CA",65.2,53.5,75.2,120,"","","","","Other","(37.638640123, -120.999999538)",6,"RACE","RACEOTH"
2017,"MN",50.6,48.8,52.4,4643,"","Some college or technical school","","","","(46.355648736, -94.794200503)",27,"EDU","EDUCOTEC"
2017,"CT",43.9,39.3,48.5,839,"","","","$15,000 - $24,999","","(41.56266102, -72.649840952)",9,"INC","INC1525"
2017,"OK",42.6,35.2,50.4,283,"","","","","2 or more races","(35.472031356, -97.521070214)",40,"RACE","RACE2PLUS"
2017,"IL",NA,NA,NA,NA,"","","","","Other","(40.485010283, -88.997710178)",17,"RACE","RACEOTH"
2017,"LA",55.2,51.9,58.4,1356,"","College graduate","","","","(31.312660644, -92.445680071)",22,"EDU","EDUCOGRAD"
2017,"NH",48.4,44.3,52.4,1291,"","High school graduate","","","","(43.655950113, -71.50036092)",33,"EDU","EDUHSGRAD"
2017,"VI",NA,NA,NA,NA,"25 - 34","","","","","(18.335765, -64.896335)",78,"AGEYR","AGEYR2534"
2017,"FL",43.3,31.6,55.8,189,"","","","","Asian","(28.932040377, -81.928960539)",12,"RACE","RACEASN"
2017,"KS",49.7,47.5,52,2939,"","","","$50,000 - $74,999","","(38.3477403, -98.200781227)",20,"INC","INC5075"
2017,"MS",45.1,41.2,49,1237,"","Some college or technical school","","","","(32.745510099, -89.538030825)",28,"EDU","EDUCOTEC"
2017,"OK",33.7,27.9,40.1,408,"","Less than high school","","","","(35.472031356, -97.521070214)",40,"EDU","EDUHS"
2017,"OH",56.9,54.6,59.1,3514,"","College graduate","","","","(40.060210141, -82.404260056)",39,"EDU","EDUCOGRAD"
2017,"AK",50,40.1,60,423,"","","","","American Indian/Alaska Native","(64.845079957001, -147.722059036)",2,"RACE","RACENAA"
2017,"CT",49.8,46.2,53.3,1609,"","","","Data not reported","","(41.56266102, -72.649840952)",9,"INC","INCNR"
2017,"NY",35.5,31.4,39.8,897,"","Less than high school","","","","(42.827001032, -75.543970427)",36,"EDU","EDUHS"
2017,"NH",49.5,40.4,58.7,159,"18 - 24","","","","","(43.655950113, -71.50036092)",33,"AGEYR","AGEYR1824"
2017,"MS",46.7,43.4,50.1,1753,"","","Male","","","(32.745510099, -89.538030825)",28,"GEN","MALE"
2017,"MD",48.5,44.7,52.4,1152,"35 - 44","","","","","(39.290580964, -76.609260111)",24,"AGEYR","AGEYR3544"
2015,"US",52.8,52,53.7,53156,"","","","$50,000 - $74,999","","",59,"INC","INC5075"
2017,"US",58.8,58.2,59.4,113851,"","","","$75,000 or greater","","",59,"INC","INC75PLUS"
2017,"PR",15.9,12.9,19.4,757,"55 - 64","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR5564"
2017,"NY",50.6,48.7,52.6,4808,"","","Male","","","(42.827001032, -75.543970427)",36,"GEN","MALE"
2017,"CT",46.9,41.5,52.4,556,"","","","","Non-Hispanic Black","(41.56266102, -72.649840952)",9,"RACE","RACEBLK"
2017,"CO",58.7,57.3,60,8375,"","","","","","(38.843840757, -106.133610921)",8,"OVR","OVERALL"
2017,"LA",NA,NA,NA,NA,"","","","","Asian","(31.312660644, -92.445680071)",22,"RACE","RACEASN"
2017,"GU",41.8,33,51.3,180,"","","","","2 or more races","(13.444304, 144.793731)",66,"RACE","RACE2PLUS"
2017,"CO",52.5,48.8,56.2,1179,"","","","Data not reported","","(38.843840757, -106.133610921)",8,"INC","INCNR"
2017,"AZ",38.5,34.6,42.5,820,"","Less than high school","","","","(34.86597028, -111.763811277)",4,"EDU","EDUHS"
2017,"WV",35.3,30.5,40.5,557,"","Less than high school","","","","(38.665510202, -80.712640135)",54,"EDU","EDUHS"
2017,"SC",39.6,35.2,44.2,960,"","","","Less than $15,000","","(33.998821303, -81.045371207)",45,"INC","INCLESS15"
2017,"PR",22.9,20.4,25.5,1643,"","","Male","","","(18.220833, -66.590149)",72,"GEN","MALE"
2015,"GU",50,41.6,58.4,289,"45 - 54","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR4554"
2017,"AZ",51.6,50,53.1,7434,"","","Female","","","(34.86597028, -111.763811277)",4,"GEN","FEMALE"
2017,"RI",42.9,35.8,50.3,398,"","","","Less than $15,000","","(41.708280193, -71.522470314)",44,"INC","INCLESS15"
2017,"AZ",52.5,49.4,55.6,1716,"","","","$35,000 - $49,999","","(34.86597028, -111.763811277)",4,"INC","INC3550"
2015,"US",50.5,49.5,51.4,46819,"","","","$35,000 - $49,999","","",59,"INC","INC3550"
2017,"KY",44.7,42.9,46.5,7659,"","","","","","(37.645970271, -84.774971048)",21,"OVR","OVERALL"
2017,"IA",49,44.9,53.1,880,"","","","Data not reported","","(42.469400913, -93.816490556)",19,"INC","INCNR"
2017,"FL",42.7,38.9,46.6,3712,"","","","$15,000 - $24,999","","(28.932040377, -81.928960539)",12,"INC","INC1525"
2017,"KY",48,45.3,50.7,3221,"","","Male","","","(37.645970271, -84.774971048)",21,"GEN","MALE"
2017,"WY",NA,NA,NA,NA,"","","","","Other","(43.235541343, -108.109830353)",56,"RACE","RACEOTH"
2017,"VA",51.9,49.6,54.1,3785,"","","Male","","","(37.542680674, -78.457890463)",51,"GEN","MALE"
2017,"NH",58.9,56.2,61.6,2082,"65 or older","","","","","(43.655950113, -71.50036092)",33,"AGEYR","AGEYR65PLUS"
2017,"IA",44.7,40.8,48.7,945,"","","","$35,000 - $49,999","","(42.469400913, -93.816490556)",19,"INC","INC3550"
2017,"LA",55.5,51.9,59.1,1069,"","","","$75,000 or greater","","(31.312660644, -92.445680071)",22,"INC","INC75PLUS"
2017,"TN",37.3,23.7,53.3,83,"","","","","2 or more races","(35.68094058, -85.774490914)",47,"RACE","RACE2PLUS"
2017,"MS",44.5,25.9,64.8,51,"","","","","American Indian/Alaska Native","(32.745510099, -89.538030825)",28,"RACE","RACENAA"
2017,"WI",55.7,51,60.3,849,"","","","$50,000 - $74,999","","(44.393191174, -89.816370742)",55,"INC","INC5075"
2017,"LA",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(31.312660644, -92.445680071)",22,"RACE","RACEHPI"
2017,"OR",54.1,49.4,58.6,685,"","","","Data not reported","","(44.567449424, -120.155031326)",41,"INC","INCNR"
2017,"MI",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(44.661319543001, -84.71439027)",26,"RACE","RACEHPI"
2017,"CA",43.5,39.6,47.5,930,"","Less than high school","","","","(37.638640123, -120.999999538)",6,"EDU","EDUHS"
2017,"WI",49.1,40.2,58,232,"","Less than high school","","","","(44.393191174, -89.816370742)",55,"EDU","EDUHS"
2017,"OR",53.4,38.9,67.3,55,"","","","","Non-Hispanic Black","(44.567449424, -120.155031326)",41,"RACE","RACEBLK"
2017,"MD",43,37.2,49.1,746,"","","","$25,000 - $34,999","","(39.290580964, -76.609260111)",24,"INC","INC2535"
2017,"MI",45.1,41.5,48.7,1023,"25 - 34","","","","","(44.661319543001, -84.71439027)",26,"AGEYR","AGEYR2534"
2017,"MS",44.7,42.5,46.9,4370,"","","","","","(32.745510099, -89.538030825)",28,"OVR","OVERALL"
2017,"VA",32.3,27.2,37.9,563,"","Less than high school","","","","(37.542680674, -78.457890463)",51,"EDU","EDUHS"
2017,"MO",54.3,51,57.5,1612,"","","","$75,000 or greater","","(38.635790776, -92.566300053)",29,"INC","INC75PLUS"
2017,"WI",51.6,43.7,59.4,299,"","","","Less than $15,000","","(44.393191174, -89.816370742)",55,"INC","INCLESS15"
2017,"MN",47.7,45,50.4,1923,"35 - 44","","","","","(46.355648736, -94.794200503)",27,"AGEYR","AGEYR3544"
2017,"IL",41.6,35.3,48.2,392,"","","","Less than $15,000","","(40.485010283, -88.997710178)",17,"INC","INCLESS15"
2017,"NJ",46.1,43.9,48.3,6055,"","","Female","","","(40.130570048, -74.273691288)",34,"GEN","FEMALE"
2017,"MT",62.6,56.2,68.6,322,"18 - 24","","","","","(47.066528972, -109.424420645)",30,"AGEYR","AGEYR1824"
2017,"AK",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(64.845079957001, -147.722059036)",2,"RACE","RACEHPI"
2017,"AR",44.7,35.1,54.8,143,"18 - 24","","","","","(34.748650124, -92.274490743)",5,"AGEYR","AGEYR1824"
2017,"PA",46.2,41.6,51,747,"","","","$15,000 - $24,999","","(40.793730152, -77.860700294)",42,"INC","INC1525"
2017,"IL",48.8,45.1,52.5,1164,"","High school graduate","","","","(40.485010283, -88.997710178)",17,"EDU","EDUHSGRAD"
2017,"CO",63.6,61.4,65.8,2726,"65 or older","","","","","(38.843840757, -106.133610921)",8,"AGEYR","AGEYR65PLUS"
2017,"DC",47.7,44.2,51.2,1145,"65 or older","","","","","(38.890371385, -77.031961127)",11,"AGEYR","AGEYR65PLUS"
2017,"CT",50.6,44.7,56.4,397,"18 - 24","","","","","(41.56266102, -72.649840952)",9,"AGEYR","AGEYR1824"
2017,"NE",51.4,46.9,55.8,888,"18 - 24","","","","","(41.641040988001, -99.365720623)",31,"AGEYR","AGEYR1824"
2017,"AK",50.8,38.8,62.7,243,"","","","Less than $15,000","","(64.845079957001, -147.722059036)",2,"INC","INCLESS15"
2017,"SD",48.9,44.6,53.2,1833,"","High school graduate","","","","(44.353130053, -100.373530637)",46,"EDU","EDUHSGRAD"
2017,"OH",55.7,53,58.4,2556,"","","","$75,000 or greater","","(40.060210141, -82.404260056)",39,"INC","INC75PLUS"
2017,"NJ",56.5,54,58.9,4665,"","College graduate","","","","(40.130570048, -74.273691288)",34,"EDU","EDUCOGRAD"
2017,"PR",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(18.220833, -66.590149)",72,"RACE","RACENAA"
2017,"PA",53.7,51.3,56.2,2767,"","","Male","","","(40.793730152, -77.860700294)",42,"GEN","MALE"
2017,"OR",51.9,48.3,55.6,1016,"","High school graduate","","","","(44.567449424, -120.155031326)",41,"EDU","EDUHSGRAD"
2017,"WI",63.4,60.2,66.6,1530,"","","","$75,000 or greater","","(44.393191174, -89.816370742)",55,"INC","INC75PLUS"
2017,"AL",44.7,42.1,47.3,2199,"65 or older","","","","","(32.840571122, -86.631860762)",1,"AGEYR","AGEYR65PLUS"
2017,"HI",56.1,50.6,61.4,627,"","","","$25,000 - $34,999","","(21.304850435, -157.857749403)",15,"INC","INC2535"
2017,"PA",46.9,39,55,234,"","","","","Hispanic","(40.793730152, -77.860700294)",42,"RACE","RACEHIS"
2017,"LA",48.3,46,50.6,2780,"","","","","Non-Hispanic White","(31.312660644, -92.445680071)",22,"RACE","RACEWHT"
2017,"MI",49.5,48.2,50.8,9957,"","","","","","(44.661319543001, -84.71439027)",26,"OVR","OVERALL"
2017,"MN",41.1,36.4,45.9,819,"","","","Less than $15,000","","(46.355648736, -94.794200503)",27,"INC","INCLESS15"
2017,"MA",35.6,28.1,43.8,349,"","","","Less than $15,000","","(42.27687047, -72.082690675)",25,"INC","INCLESS15"
2017,"PR",17.1,14.7,19.8,1477,"65 or older","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR65PLUS"
2017,"FL",33.9,29.6,38.5,2048,"","Less than high school","","","","(28.932040377, -81.928960539)",12,"EDU","EDUHS"
2017,"WA",55.5,52,58.9,1493,"","","","$35,000 - $49,999","","(47.522278629, -120.47001079)",53,"INC","INC3550"
2017,"MI",49.6,46.1,53.1,1272,"","","","$35,000 - $49,999","","(44.661319543001, -84.71439027)",26,"INC","INC3550"
2017,"VA",48.1,31,65.8,80,"","","","","American Indian/Alaska Native","(37.542680674, -78.457890463)",51,"RACE","RACENAA"
2017,"OH",46.9,45,48.8,6512,"","","Female","","","(40.060210141, -82.404260056)",39,"GEN","FEMALE"
