"Year","LocationAbbr","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age.years.","Education","Gender","Income","Race.Ethnicity","GeoLocation","LocationID","StratificationCategoryId1","StratificationID1"
2016,"KY",31.2,27.3,35.3,1075,"35 - 44","","","","","(37.645970271, -84.774971048)",21,"AGEYR","AGEYR3544"
2016,"MS",NA,NA,NA,NA,"","","","","Asian","(32.745510099, -89.538030825)",28,"RACE","RACEASN"
2012,"US",38.1,37.5,38.8,96513,"55 - 64","","","","","",59,"AGEYR","AGEYR5564"
2015,"PR",43.7,37.5,50,317,"","","","$35,000 - $49,999","","(18.220833, -66.590149)",72,"INC","INC3550"
2015,"GU",38.9,30.1,48.5,201,"","","","$50,000 - $74,999","","(13.444304, 144.793731)",66,"INC","INC5075"
2013,"PR",NA,NA,NA,NA,"","","","","Non-Hispanic Black","(18.220833, -66.590149)",72,"RACE","RACEBLK"
2015,"US",25.2,24.3,26.1,21539,"18 - 24","","","","","",59,"AGEYR","AGEYR1824"
2013,"SD",33.6,27.3,40.6,559,"","","","Less than $15,000","","(44.353130053, -100.373530637)",46,"INC","INCLESS15"
2011,"US",39.5,39,39.9,151748,"65 or older","","","","","",59,"AGEYR","AGEYR65PLUS"
2017,"CT",33.1,23.4,44.4,107,"","","","","Other","(41.56266102, -72.649840952)",9,"RACE","RACEOTH"
2014,"US",32.7,28.9,36.7,1835,"","","","","Other","",59,"RACE","RACEOTH"
2015,"US",38.9,38.3,39.4,109789,"","","","$75,000 or greater","","",59,"INC","INC75PLUS"
2016,"WI",35.3,33.5,37.2,4161,"","","","","Non-Hispanic White","(44.393191174, -89.816370742)",55,"RACE","RACEWHT"
2016,"ID",33.8,26.9,41.5,314,"","Less than high school","","","","(43.682630005, -114.363730042)",16,"EDU","EDUHS"
2016,"AK",35.3,32.4,38.2,2739,"","","","","","(64.845079957001, -147.722059036)",2,"OVR","OVERALL"
2016,"IN",35.9,33.7,38.1,3400,"","College graduate","","","","(39.766910452, -86.149960194)",18,"EDU","EDUCOGRAD"
2016,"WY",38.4,34.8,42.1,1427,"","College graduate","","","","(43.235541343, -108.109830353)",56,"EDU","EDUCOGRAD"
2013,"RI",41.4,37,45.9,849,"","","","$50,000 - $74,999","","(41.708280193, -71.522470314)",44,"INC","INC5075"
2014,"GU",40.9,34.2,48,421,"","","","$15,000 - $24,999","","(13.444304, 144.793731)",66,"INC","INC1525"
2012,"US",29.6,29.2,30,257190,"","","Female","","","",59,"GEN","FEMALE"
2020,"MA",33.9,30.5,37.5,1139,"","High school graduate","","","","(42.27687047000046, -72.08269067499964)",25,"EDU","EDUHSGRAD"
2020,"MI",28.9,23.3,35.3,376,"","","","Less than $15,000","","(44.6613195430005, -84.71439026999968)",26,"INC","INCLESS15"
2020,"PR",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(18.220833, -66.590149)",72,"RACE","RACENAA"
2020,"AZ",32.8,29.4,36.3,1486,"","","","Data not reported","","(34.865970280000454, -111.76381127699972)",4,"INC","INCNR"
2020,"VT",38.1,31.7,45,497,"","","","$25,000 - $34,999","","(43.62538123900049, -72.51764079099962)",50,"INC","INC2535"
2020,"PA",39,35.5,42.6,1382,"65 or older","","","","","(40.79373015200048, -77.86070029399963)",42,"AGEYR","AGEYR65PLUS"
2020,"VA",35.1,33.7,36.5,8568,"","","","","","(37.54268067400045, -78.45789046299967)",51,"OVR","OVERALL"
2020,"NM",NA,NA,NA,NA,"","","","","Asian","(34.52088095200048, -106.24058098499967)",35,"RACE","RACEASN"
2020,"GA",34.8,30.3,39.6,1063,"","","","$50,000 - $74,999","","(32.83968109300048, -83.62758034599966)",13,"INC","INC5075"
2020,"CA",33.4,30.6,36.5,1773,"","","","$75,000 or greater","","(37.63864012300047, -120.99999953799971)",6,"INC","INC75PLUS"
2020,"LA",32.5,27.4,38.1,462,"","","","$35,000 - $49,999","","(31.31266064400046, -92.44568007099969)",22,"INC","INC3550"
2020,"OR",33.4,22.2,46.8,63,"","","","","Non-Hispanic Black","(44.56744942400047, -120.15503132599969)",41,"RACE","RACEBLK"
2013,"NC",40.2,37.7,42.7,2800,"65 or older","","","","","(35.466220975, -79.159250463)",37,"AGEYR","AGEYR65PLUS"
2020,"TN",37,33.3,40.8,1132,"","","","$75,000 or greater","","(35.68094058000048, -85.77449091399967)",47,"INC","INC75PLUS"
2020,"WV",35.1,32.8,37.4,2495,"","","Male","","","(38.66551020200046, -80.71264013499967)",54,"GEN","MALE"
2020,"DC",34.9,25,46.2,132,"","","","$25,000 - $34,999","","(38.89037138500049, -77.03196112699965)",11,"INC","INC2535"
2020,"MT",41.2,39.1,43.3,3012,"","","Male","","","(47.06652897200047, -109.42442064499971)",30,"GEN","MALE"
2020,"MT",40.4,37.8,42.9,2123,"65 or older","","","","","(47.06652897200047, -109.42442064499971)",30,"AGEYR","AGEYR65PLUS"
2020,"NE",35.7,34.4,37,12003,"","","","","Non-Hispanic White","(41.6410409880005, -99.36572062299967)",31,"RACE","RACEWHT"
2020,"NE",33.6,29.9,37.4,1282,"","","","$25,000 - $34,999","","(41.6410409880005, -99.36572062299967)",31,"INC","INC2535"
2020,"PR",39.8,33.6,46.3,1060,"65 or older","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR65PLUS"
2020,"ME",34.6,31.8,37.4,2603,"","High school graduate","","","","(45.254228894000505, -68.98503133599962)",23,"EDU","EDUHSGRAD"
2020,"ME",26,16.5,38.4,100,"","","","","2 or more races","(45.254228894000505, -68.98503133599962)",23,"RACE","RACE2PLUS"
2020,"KS",31.2,27,35.7,659,"18 - 24","","","","","(38.34774030000045, -98.20078122699965)",20,"AGEYR","AGEYR1824"
2020,"AK",28.2,21.6,35.9,332,"","","","$15,000 - $24,999","","(64.84507995700051, -147.72205903599973)",2,"INC","INC1525"
2020,"TX",25.7,12.8,45,70,"","","","","American Indian/Alaska Native","(31.827240407000488, -99.42677020599967)",48,"RACE","RACENAA"
2020,"KY",24.8,18.2,32.8,209,"","","","","Non-Hispanic Black","(37.645970271000465, -84.77497104799966)",21,"RACE","RACEBLK"
2020,"CT",28.1,22.1,34.8,401,"","","","Less than $15,000","","(41.56266102000046, -72.64984095199964)",9,"INC","INCLESS15"
2020,"IN",21.1,10.8,36.9,51,"","","","","American Indian/Alaska Native","(39.766910452000445, -86.14996019399968)",18,"RACE","RACENAA"
2020,"MS",NA,NA,NA,NA,"","","","","Asian","(32.745510099000455, -89.53803082499968)",28,"RACE","RACEASN"
2020,"ME",34.6,33.2,36.1,9682,"","","","","","(45.254228894000505, -68.98503133599962)",23,"OVR","OVERALL"
2012,"US",33.9,33.2,34.7,69410,"","","","$15,000 - $24,999","","",59,"INC","INC1525"
2018,"MA",37.1,33.7,40.6,1133,"","High school graduate","","","","(42.27687047000046, -72.08269067499964)",25,"EDU","EDUHSGRAD"
2018,"MI",27.5,23.3,32.1,702,"","","","Less than $15,000","","(44.6613195430005, -84.71439026999968)",26,"INC","INCLESS15"
2018,"PR",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(18.220833, -66.590149)",72,"RACE","RACENAA"
2018,"AZ",33.9,29.5,38.5,1140,"","","","Data not reported","","(34.865970280000454, -111.76381127699972)",4,"INC","INCNR"
2018,"VT",29.8,24.3,35.9,556,"","","","$25,000 - $34,999","","(43.62538123900049, -72.51764079099962)",50,"INC","INC2535"
2018,"PA",39,36,42.2,1704,"65 or older","","","","","(40.79373015200048, -77.86070029399963)",42,"AGEYR","AGEYR65PLUS"
2018,"VA",35.9,34.6,37.3,9517,"","","","","","(37.54268067400045, -78.45789046299967)",51,"OVR","OVERALL"
2018,"NM",NA,NA,NA,NA,"","","","","Asian","(34.52088095200048, -106.24058098499967)",35,"RACE","RACEASN"
2018,"GA",35.9,32.3,39.6,1021,"","","","$50,000 - $74,999","","(32.83968109300048, -83.62758034599966)",13,"INC","INC5075"
2018,"CA",38.4,36.4,40.5,3852,"","","","$75,000 or greater","","(37.63864012300047, -120.99999953799971)",6,"INC","INC75PLUS"
2018,"LA",32.8,27.9,38,524,"","","","$35,000 - $49,999","","(31.31266064400046, -92.44568007099969)",22,"INC","INC3550"
2011,"US",35.3,34.4,36.3,41011,"","Less than high school","","","","",59,"EDU","EDUHS"
2018,"OR",39.4,25.7,54.9,59,"","","","","Non-Hispanic Black","(44.56744942400047, -120.15503132599969)",41,"RACE","RACEBLK"
2018,"TN",36.7,32.9,40.5,1149,"","","","$75,000 or greater","","(35.68094058000048, -85.77449091399967)",47,"INC","INC75PLUS"
2018,"WV",35.3,32.8,37.8,2077,"","","Male","","","(38.66551020200046, -80.71264013499967)",54,"GEN","MALE"
2018,"DC",32.4,23.6,42.6,222,"","","","$25,000 - $34,999","","(38.89037138500049, -77.03196112699965)",11,"INC","INC2535"
2018,"MT",41.5,38.9,44.1,2333,"","","Male","","","(47.06652897200047, -109.42442064499971)",30,"GEN","MALE"
2018,"MT",41.1,38,44.2,1826,"65 or older","","","","","(47.06652897200047, -109.42442064499971)",30,"AGEYR","AGEYR65PLUS"
2018,"NE",35.1,33.9,36.4,12136,"","","","","Non-Hispanic White","(41.6410409880005, -99.36572062299967)",31,"RACE","RACEWHT"
2018,"NE",31.6,28.1,35.4,1390,"","","","$25,000 - $34,999","","(41.6410409880005, -99.36572062299967)",31,"INC","INC2535"
2018,"PR",43.9,40.6,47.2,1266,"65 or older","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR65PLUS"
2018,"ME",36.2,33.5,39,2954,"","High school graduate","","","","(45.254228894000505, -68.98503133599962)",23,"EDU","EDUHSGRAD"
2018,"ME",34,22.5,47.8,193,"","","","","2 or more races","(45.254228894000505, -68.98503133599962)",23,"RACE","RACE2PLUS"
2018,"KS",28.1,24.2,32.3,606,"18 - 24","","","","","(38.34774030000045, -98.20078122699965)",20,"AGEYR","AGEYR1824"
2018,"AK",36,28.6,44.1,292,"","","","$15,000 - $24,999","","(64.84507995700051, -147.72205903599973)",2,"INC","INC1525"
2018,"TX",22.3,11.1,39.8,104,"","","","","American Indian/Alaska Native","(31.827240407000488, -99.42677020599967)",48,"RACE","RACENAA"
2018,"KY",27.7,21.6,34.7,861,"","","","","Non-Hispanic Black","(37.645970271000465, -84.77497104799966)",21,"RACE","RACEBLK"
2018,"CT",32.7,26.7,39.3,420,"","","","Less than $15,000","","(41.56266102000046, -72.64984095199964)",9,"INC","INCLESS15"
2018,"IN",11.5,4.9,24.5,54,"","","","","American Indian/Alaska Native","(39.766910452000445, -86.14996019399968)",18,"RACE","RACENAA"
2018,"MS",NA,NA,NA,NA,"","","","","Asian","(32.745510099000455, -89.53803082499968)",28,"RACE","RACEASN"
2018,"ME",35.3,33.8,36.8,10224,"","","","","","(45.254228894000505, -68.98503133599962)",23,"OVR","OVERALL"
2018,"CO",28.4,26.7,30,4114,"","","Female","","","(38.843840757000464, -106.13361092099967)",8,"GEN","FEMALE"
2018,"NJ",41.8,34.6,49.3,457,"45 - 54","","","","","(40.13057004800049, -74.27369128799967)",34,"AGEYR","AGEYR4554"
2018,"WA",34.3,30.1,38.6,956,"","","","$25,000 - $34,999","","(47.52227862900048, -120.47001078999972)",53,"INC","INC2535"
2017,"AZ",38.4,36.2,40.6,2787,"55 - 64","","","","","(34.86597028, -111.763811277)",4,"AGEYR","AGEYR5564"
2018,"WI",35.9,33,38.9,1635,"","College graduate","","","","(44.39319117400049, -89.81637074199966)",55,"EDU","EDUCOGRAD"
2018,"NY",23.3,20.6,26.1,1982,"18 - 24","","","","","(42.82700103200045, -75.54397042699964)",36,"AGEYR","AGEYR1824"
2018,"HI",33.7,30.4,37.2,1183,"45 - 54","","","","","(21.304850435000446, -157.85774940299973)",15,"AGEYR","AGEYR4554"
2018,"FL",36.2,33.4,39.1,4165,"","Some college or technical school","","","","(28.932040377000476, -81.92896053899966)",12,"EDU","EDUCOTEC"
2018,"UT",25,22,28.3,977,"18 - 24","","","","","(39.360700171000474, -111.58713063499971)",49,"AGEYR","AGEYR1824"
2018,"OR",32.5,29.6,35.6,1290,"","High school graduate","","","","(44.56744942400047, -120.15503132599969)",41,"EDU","EDUHSGRAD"
2018,"FL",38,32.5,43.7,1455,"","","","$25,000 - $34,999","","(28.932040377000476, -81.92896053899966)",12,"INC","INC2535"
2018,"NC",39.7,34.6,45,513,"","","","$35,000 - $49,999","","(35.466220975000454, -79.15925046299964)",37,"INC","INC3550"
2018,"NJ",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(40.13057004800049, -74.27369128799967)",34,"RACE","RACENAA"
2018,"NY",29.4,17.3,45.5,75,"","","","","Hawaiian/Pacific Islander","(42.82700103200045, -75.54397042699964)",36,"RACE","RACEHPI"
2018,"IN",36.4,34.3,38.7,2765,"65 or older","","","","","(39.766910452000445, -86.14996019399968)",18,"AGEYR","AGEYR65PLUS"
2018,"OH",22.3,15.1,31.5,191,"","","","","Hispanic","(40.06021014100048, -82.40426005599966)",39,"RACE","RACEHIS"
2018,"OH",24.4,20.2,29,616,"18 - 24","","","","","(40.06021014100048, -82.40426005599966)",39,"AGEYR","AGEYR1824"
2018,"NE",34.7,31.8,37.9,1845,"45 - 54","","","","","(41.6410409880005, -99.36572062299967)",31,"AGEYR","AGEYR4554"
2018,"DC",34.8,30.7,39.1,649,"45 - 54","","","","","(38.89037138500049, -77.03196112699965)",11,"AGEYR","AGEYR4554"
2018,"IL",31.6,25.9,37.9,445,"","","","Less than $15,000","","(40.48501028300046, -88.99771017799969)",17,"INC","INCLESS15"
2018,"IL",23.6,18.9,29,388,"18 - 24","","","","","(40.48501028300046, -88.99771017799969)",17,"AGEYR","AGEYR1824"
2018,"FL",35.3,33.7,36.9,13804,"","","","","","(28.932040377000476, -81.92896053899966)",12,"OVR","OVERALL"
2018,"MO",25.2,20.1,31.2,476,"","","","Less than $15,000","","(38.635790776000476, -92.56630005299968)",29,"INC","INCLESS15"
2018,"IN",32.3,30.9,33.8,6885,"","","","","","(39.766910452000445, -86.14996019399968)",18,"OVR","OVERALL"
2018,"AR",21.9,17.5,27.1,529,"","","","Less than $15,000","","(34.74865012400045, -92.27449074299966)",5,"INC","INCLESS15"
2018,"MS",33.9,30.1,37.9,897,"45 - 54","","","","","(32.745510099000455, -89.53803082499968)",28,"AGEYR","AGEYR4554"
2018,"NV",34.9,27.5,43.1,287,"","","","$25,000 - $34,999","","(39.493240390000494, -117.07184056399967)",32,"INC","INC2535"
2018,"FL",36,34.3,37.7,10321,"","","","","Non-Hispanic White","(28.932040377000476, -81.92896053899966)",12,"RACE","RACEWHT"
2018,"KY",27,16.1,41.7,130,"","","","","2 or more races","(37.645970271000465, -84.77497104799966)",21,"RACE","RACE2PLUS"
2018,"CO",23.3,15.5,33.6,118,"","","","","Asian","(38.843840757000464, -106.13361092099967)",8,"RACE","RACEASN"
2018,"MT",39.4,33.4,45.8,468,"","","","$25,000 - $34,999","","(47.06652897200047, -109.42442064499971)",30,"INC","INC2535"
2018,"ND",30.1,27.4,33,2608,"","","Female","","","(47.47531977900047, -100.11842104899966)",38,"GEN","FEMALE"
2018,"GU",25.8,17.6,36.1,138,"18 - 24","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR1824"
2018,"ID",31.8,26.5,37.7,385,"25 - 34","","","","","(43.682630005000476, -114.3637300419997)",16,"AGEYR","AGEYR2534"
2018,"MI",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(44.6613195430005, -84.71439026999968)",26,"RACE","RACEHPI"
2018,"ME",40.7,38.8,42.5,4746,"65 or older","","","","","(45.254228894000505, -68.98503133599962)",23,"AGEYR","AGEYR65PLUS"
2018,"WI",42.1,19.6,68.4,125,"","","","","American Indian/Alaska Native","(44.39319117400049, -89.81637074199966)",55,"RACE","RACENAA"
2018,"AL",32.3,29.4,35.2,1854,"","High school graduate","","","","(32.84057112200048, -86.63186076199969)",1,"EDU","EDUHSGRAD"
2018,"LA",25.5,15.4,39.1,82,"","","","","2 or more races","(31.31266064400046, -92.44568007099969)",22,"RACE","RACE2PLUS"
2018,"GA",35.7,34.1,37.3,5064,"","","","","Non-Hispanic White","(32.83968109300048, -83.62758034599966)",13,"RACE","RACEWHT"
2018,"MN",38.3,36.8,39.8,5726,"","","","$75,000 or greater","","(46.35564873600049, -94.79420050299967)",27,"INC","INC75PLUS"
2018,"PA",34.4,31.6,37.3,1719,"","High school graduate","","","","(40.79373015200048, -77.86070029399963)",42,"EDU","EDUHSGRAD"
2018,"VT",40,37.4,42.6,2820,"","","Male","","","(43.62538123900049, -72.51764079099962)",50,"GEN","MALE"
2018,"US",36.2,35.4,37,60363,"45 - 54","","","","","",59,"AGEYR","AGEYR4554"
2018,"PA",38.9,26.5,53.1,75,"","","","","2 or more races","(40.79373015200048, -77.86070029399963)",42,"RACE","RACE2PLUS"
2018,"NC",40.6,37,44.2,1338,"65 or older","","","","","(35.466220975000454, -79.15925046299964)",37,"AGEYR","AGEYR65PLUS"
2018,"NH",37.9,35.2,40.7,2276,"","College graduate","","","","(43.65595011300047, -71.50036091999965)",33,"EDU","EDUCOGRAD"
2018,"NH",35.8,34,37.7,4879,"","","","","Non-Hispanic White","(43.65595011300047, -71.50036091999965)",33,"RACE","RACEWHT"
2018,"WV",32.2,30.5,33.9,4292,"","","","","Non-Hispanic White","(38.66551020200046, -80.71264013499967)",54,"RACE","RACEWHT"
2018,"KY",31.3,28,34.9,1781,"55 - 64","","","","","(37.645970271000465, -84.77497104799966)",21,"AGEYR","AGEYR5564"
2018,"TX",34.4,24.8,45.4,215,"","","","","Asian","(31.827240407000488, -99.42677020599967)",48,"RACE","RACEASN"
2018,"DE",NA,NA,NA,NA,"","","","","Other","(39.008830667000495, -75.57774116799965)",10,"RACE","RACEOTH"
2018,"RI",34.8,29.9,40.1,661,"","","","$15,000 - $24,999","","(41.70828019300046, -71.52247031399963)",44,"INC","INC1525"
2017,"CA",36.6,34.4,38.8,3853,"","College graduate","","","","(37.638640123, -120.999999538)",6,"EDU","EDUCOGRAD"
2018,"AL",40.8,25.9,57.6,87,"","","","","2 or more races","(32.84057112200048, -86.63186076199969)",1,"RACE","RACE2PLUS"
2018,"ND",38.1,33.5,42.9,826,"","","","$50,000 - $74,999","","(47.47531977900047, -100.11842104899966)",38,"INC","INC5075"
2018,"WY",38,34.6,41.6,983,"55 - 64","","","","","(43.23554134300048, -108.10983035299967)",56,"AGEYR","AGEYR5564"
2018,"OK",32.9,25.7,40.9,252,"","","","","2 or more races","(35.47203135600046, -97.52107021399968)",40,"RACE","RACE2PLUS"
2018,"WY",33.8,30.7,37,1369,"","Some college or technical school","","","","(43.23554134300048, -108.10983035299967)",56,"EDU","EDUCOTEC"
2018,"NH",35.4,33.6,37.3,5235,"","","","","","(43.65595011300047, -71.50036091999965)",33,"OVR","OVERALL"
