"Year","LocationAbbr","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age.years.","Education","Gender","Income","Race.Ethnicity","GeoLocation","LocationID","StratificationCategoryId1","StratificationID1"
2016,"CO",7,6.2,7.9,4913,"","","","$75,000 or greater","","(38.843840757, -106.133610921)",8,"INC","INC75PLUS"
2016,"NM",14.5,11.2,18.5,573,"25 - 34","","","","","(34.520880952, -106.240580985)",35,"AGEYR","AGEYR2534"
2017,"NM",23.5,19.2,28.5,717,"","","","$35,000 - $49,999","","(34.520880952, -106.240580985)",35,"INC","INC3550"
2017,"IA",25,23.8,26.2,7145,"","","","","","(42.469400913, -93.816490556)",19,"OVR","OVERALL"
2015,"PR",60.5,56.8,64,1097,"","Less than high school","","","","(18.220833, -66.590149)",72,"EDU","EDUHS"
2016,"US",28.3,27.7,28.9,105374,"55 - 64","","","","","",59,"AGEYR","AGEYR5564"
2016,"TX",44.6,39.3,50,1158,"","","","Less than $15,000","","(31.827240407, -99.426770206)",48,"INC","INCLESS15"
2016,"NH",12.2,8.9,16.6,458,"25 - 34","","","","","(43.655950113, -71.50036092)",33,"AGEYR","AGEYR2534"
2016,"NY",30.9,29,33,11279,"65 or older","","","","","(42.827001032, -75.543970427)",36,"AGEYR","AGEYR65PLUS"
2016,"MI",21.9,20.4,23.5,3740,"","Some college or technical school","","","","(44.661319543001, -84.71439027)",26,"EDU","EDUCOTEC"
2016,"IL",19.8,15.9,24.4,538,"25 - 34","","","","","(40.485010283, -88.997710178)",17,"AGEYR","AGEYR2534"
2011,"DE",24.4,20.2,29,707,"","","","$50,000 - $74,999","","(39.008830667, -75.577741168)",10,"INC","INC5075"
2016,"ND",21.6,20.2,23.1,5250,"","","","","Non-Hispanic White","(47.475319779, -100.118421049)",38,"RACE","RACEWHT"
2016,"PA",12.9,7,22.5,91,"","","","","2 or more races","(40.793730152, -77.860700294)",42,"RACE","RACE2PLUS"
2016,"VI",23.5,18,30,483,"","","Male","","","(18.335765, -64.896335)",78,"GEN","MALE"
2016,"UT",14.7,13.4,16.1,5082,"","","Male","","","(39.360700171, -111.587130635)",49,"GEN","MALE"
2015,"US",30.6,29.7,31.6,26410,"","","","","Hispanic","",59,"RACE","RACEHIS"
2016,"MO",22.1,17.7,27.3,579,"25 - 34","","","","","(38.635790776, -92.566300053)",29,"AGEYR","AGEYR2534"
2016,"MA",20,18.8,21.3,8393,"","","","","","(42.27687047, -72.082690675)",25,"OVR","OVERALL"
2016,"IL",39.4,33.6,45.5,412,"","","","Less than $15,000","","(40.485010283, -88.997710178)",17,"INC","INCLESS15"
2016,"US",26.5,24.7,28.5,7211,"","","","","American Indian/Alaska Native","",59,"RACE","RACENAA"
2017,"VA",24.7,22.8,26.7,3935,"","","Male","","","(37.542680674, -78.457890463)",51,"GEN","MALE"
2017,"PA",25.2,22,28.7,1069,"45 - 54","","","","","(40.793730152, -77.860700294)",42,"AGEYR","AGEYR4554"
2015,"GU",51.1,41.8,60.3,195,"65 or older","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR65PLUS"
2015,"GU",46.2,35.6,57,187,"","","","Less than $15,000","","(13.444304, 144.793731)",66,"INC","INCLESS15"
2015,"GU",17.5,11.2,26.2,142,"","","","","Non-Hispanic White","(13.444304, 144.793731)",66,"RACE","RACEWHT"
2016,"OK",25.6,23.6,27.8,2798,"","","Male","","","(35.472031356, -97.521070214)",40,"GEN","MALE"
2016,"NY",22.1,21.1,23.2,27692,"","","","","Non-Hispanic White","(42.827001032, -75.543970427)",36,"RACE","RACEWHT"
2016,"VI",29.3,18.4,43.4,99,"35 - 44","","","","","(18.335765, -64.896335)",78,"AGEYR","AGEYR3544"
2016,"MO",23.1,21.7,24.7,5904,"","","","","Non-Hispanic White","(38.635790776, -92.566300053)",29,"RACE","RACEWHT"
2016,"PA",13.5,10.3,17.7,558,"18 - 24","","","","","(40.793730152, -77.860700294)",42,"AGEYR","AGEYR1824"
2016,"MS",16.5,14.4,18.8,1454,"","College graduate","","","","(32.745510099, -89.538030825)",28,"EDU","EDUCOGRAD"
2016,"TX",27.6,22.9,33,931,"","","","","Non-Hispanic Black","(31.827240407, -99.426770206)",48,"RACE","RACEBLK"
2015,"PR",48.1,46.4,49.7,5301,"","","","","","(18.220833, -66.590149)",72,"OVR","OVERALL"
2015,"GU",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(13.444304, 144.793731)",66,"RACE","RACENAA"
2020,"MD",22,11.6,37.9,75,"","","","","American Indian/Alaska Native","(39.29058096400047, -76.60926011099963)",24,"RACE","RACENAA"
2020,"NJ",23,21.5,24.5,5891,"","","Female","","","(40.13057004800049, -74.27369128799967)",34,"GEN","FEMALE"
2020,"SD",22.4,20.3,24.6,6909,"","","","","","(44.353130053000484, -100.3735306369997)",46,"OVR","OVERALL"
2020,"VT",26.6,13.5,45.6,60,"","","","","Other","(43.62538123900049, -72.51764079099962)",50,"RACE","RACEOTH"
2020,"OH",27,24.9,29.3,2955,"55 - 64","","","","","(40.06021014100048, -82.40426005599966)",39,"AGEYR","AGEYR5564"
2020,"PR",31.6,25.5,38.5,242,"","","","$50,000 - $74,999","","(18.220833, -66.590149)",72,"INC","INC5075"
2020,"MT",NA,NA,NA,NA,"","","","","Other","(47.06652897200047, -109.42442064499971)",30,"RACE","RACEOTH"
2020,"VA",27.1,22.9,31.7,731,"","","","$25,000 - $34,999","","(37.54268067400045, -78.45789046299967)",51,"INC","INC2535"
2020,"WI",14.6,10.7,19.6,498,"25 - 34","","","","","(44.39319117400049, -89.81637074199966)",55,"AGEYR","AGEYR2534"
2020,"MD",20.1,17.7,22.8,1751,"35 - 44","","","","","(39.29058096400047, -76.60926011099963)",24,"AGEYR","AGEYR3544"
2020,"ND",10.4,3.9,25.2,54,"","","","","2 or more races","(47.47531977900047, -100.11842104899966)",38,"RACE","RACE2PLUS"
2020,"GU",33.9,23.1,46.6,473,"65 or older","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR65PLUS"
2020,"GA",29.7,24.6,35.2,739,"","","","$25,000 - $34,999","","(32.83968109300048, -83.62758034599966)",13,"INC","INC2535"
2020,"WA",15.6,14.7,16.6,10081,"","","","","Non-Hispanic White","(47.52227862900048, -120.47001078999972)",53,"RACE","RACEWHT"
2020,"AZ",26.7,24.3,29.2,2463,"","High school graduate","","","","(34.865970280000454, -111.76381127699972)",4,"EDU","EDUHSGRAD"
2020,"SD",42.9,32,54.6,327,"","Less than high school","","","","(44.353130053000484, -100.3735306369997)",46,"EDU","EDUHS"
2020,"SC",16.9,12.8,22,408,"25 - 34","","","","","(33.998821303000454, -81.04537120699968)",45,"AGEYR","AGEYR2534"
2020,"MO",24,22,26.1,2585,"","Some college or technical school","","","","(38.635790776000476, -92.56630005299968)",29,"EDU","EDUCOTEC"
2020,"AL",34.6,31.4,38.1,1346,"","","","","Non-Hispanic Black","(32.84057112200048, -86.63186076199969)",1,"RACE","RACEBLK"
2020,"WY",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(43.23554134300048, -108.10983035299967)",56,"RACE","RACEHPI"
2020,"IN",28.4,24.5,32.7,722,"","","","","Non-Hispanic Black","(39.766910452000445, -86.14996019399968)",18,"RACE","RACEBLK"
2020,"OR",17.4,10.9,26.5,124,"","","","","2 or more races","(44.56744942400047, -120.15503132599969)",41,"RACE","RACE2PLUS"
2020,"FL",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(28.932040377000476, -81.92896053899966)",12,"RACE","RACEHPI"
2018,"MD",24.6,15.3,37.1,120,"","","","","American Indian/Alaska Native","(39.29058096400047, -76.60926011099963)",24,"RACE","RACENAA"
2018,"NJ",30.8,27.1,34.8,1601,"","","Female","","","(40.13057004800049, -74.27369128799967)",34,"GEN","FEMALE"
2018,"SD",24,22.2,25.9,7088,"","","","","","(44.353130053000484, -100.3735306369997)",46,"OVR","OVERALL"
2018,"VT",31.7,16.8,51.6,60,"","","","","Other","(43.62538123900049, -72.51764079099962)",50,"RACE","RACEOTH"
2018,"OH",28.1,25.9,30.3,2918,"55 - 64","","","","","(40.06021014100048, -82.40426005599966)",39,"AGEYR","AGEYR5564"
2018,"PR",25.9,19.2,33.8,175,"","","","$50,000 - $74,999","","(18.220833, -66.590149)",72,"INC","INC5075"
2018,"MT",NA,NA,NA,NA,"","","","","Other","(47.06652897200047, -109.42442064499971)",30,"RACE","RACEOTH"
2018,"VA",30.8,26.4,35.6,820,"","","","$25,000 - $34,999","","(37.54268067400045, -78.45789046299967)",51,"INC","INC2535"
2018,"WI",21.7,17.6,26.5,521,"25 - 34","","","","","(44.39319117400049, -89.81637074199966)",55,"AGEYR","AGEYR2534"
2018,"MD",18.7,16.3,21.3,1686,"35 - 44","","","","","(39.29058096400047, -76.60926011099963)",24,"AGEYR","AGEYR3544"
2018,"ND",28.7,15.1,47.8,54,"","","","","2 or more races","(47.47531977900047, -100.11842104899966)",38,"RACE","RACE2PLUS"
2018,"GU",33.4,26.7,40.9,355,"65 or older","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR65PLUS"
2018,"GA",27.9,24.1,32.1,780,"","","","$25,000 - $34,999","","(32.83968109300048, -83.62758034599966)",13,"INC","INC2535"
2018,"WA",16.3,15.4,17.3,10529,"","","","","Non-Hispanic White","(47.52227862900048, -120.47001078999972)",53,"RACE","RACEWHT"
2018,"AZ",26,23.2,29.1,2004,"","High school graduate","","","","(34.865970280000454, -111.76381127699972)",4,"EDU","EDUHSGRAD"
2018,"SD",34.6,26.6,43.5,416,"","Less than high school","","","","(44.353130053000484, -100.3735306369997)",46,"EDU","EDUHS"
2018,"SC",23,19.6,26.8,792,"25 - 34","","","","","(33.998821303000454, -81.04537120699968)",45,"AGEYR","AGEYR2534"
2018,"VI",NA,NA,NA,NA,"18 - 24","","","","","(18.335765, -64.896335)",78,"AGEYR","AGEYR1824"
2018,"MO",22.8,20.3,25.5,1723,"","Some college or technical school","","","","(38.635790776000476, -92.56630005299968)",29,"EDU","EDUCOTEC"
2018,"AL",35,32,38.2,1695,"","","","","Non-Hispanic Black","(32.84057112200048, -86.63186076199969)",1,"RACE","RACEBLK"
2018,"WY",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(43.23554134300048, -108.10983035299967)",56,"RACE","RACEHPI"
2015,"PR",52.7,50.6,54.7,3378,"","","Female","","","(18.220833, -66.590149)",72,"GEN","FEMALE"
2018,"IN",29.8,25.5,34.5,583,"","","","","Non-Hispanic Black","(39.766910452000445, -86.14996019399968)",18,"RACE","RACEBLK"
2018,"OR",20.3,12.7,30.9,202,"","","","","2 or more races","(44.56744942400047, -120.15503132599969)",41,"RACE","RACE2PLUS"
2018,"FL",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(28.932040377000476, -81.92896053899966)",12,"RACE","RACEHPI"
2018,"TN",NA,NA,NA,NA,"","","","","Asian","(35.68094058000048, -85.77449091399967)",47,"RACE","RACEASN"
2018,"NV",27.2,21.8,33.2,501,"45 - 54","","","","","(39.493240390000494, -117.07184056399967)",32,"AGEYR","AGEYR4554"
2018,"NJ",29,23.1,35.7,560,"","","","Data not reported","","(40.13057004800049, -74.27369128799967)",34,"INC","INCNR"
2018,"FL",27.3,23.5,31.4,2222,"45 - 54","","","","","(28.932040377000476, -81.92896053899966)",12,"AGEYR","AGEYR4554"
2018,"MD",20.4,17.6,23.4,1288,"25 - 34","","","","","(39.29058096400047, -76.60926011099963)",24,"AGEYR","AGEYR2534"
2018,"OH",12.8,11.3,14.4,3762,"","College graduate","","","","(40.06021014100048, -82.40426005599966)",39,"EDU","EDUCOGRAD"
2018,"CT",15.8,12.1,20.2,443,"18 - 24","","","","","(41.56266102000046, -72.64984095199964)",9,"AGEYR","AGEYR1824"
2018,"NJ",43.7,33.2,54.8,193,"","Less than high school","","","","(40.13057004800049, -74.27369128799967)",34,"EDU","EDUHS"
2018,"VT",18.6,17.3,20,6026,"","","","","Non-Hispanic White","(43.62538123900049, -72.51764079099962)",50,"RACE","RACEWHT"
2018,"KS",11.8,10.7,12.9,4152,"","College graduate","","","","(38.34774030000045, -98.20078122699965)",20,"EDU","EDUCOGRAD"
2018,"OR",24.7,22,27.6,1404,"","High school graduate","","","","(44.56744942400047, -120.15503132599969)",41,"EDU","EDUHSGRAD"
2018,"NY",13.7,12.5,14.9,9721,"","","","$75,000 or greater","","(42.82700103200045, -75.54397042699964)",36,"INC","INC75PLUS"
2018,"IN",26.5,23.7,29.4,1195,"45 - 54","","","","","(39.766910452000445, -86.14996019399968)",18,"AGEYR","AGEYR4554"
2018,"CO",21.2,18.8,23.8,1437,"","","","Data not reported","","(38.843840757000464, -106.13361092099967)",8,"INC","INCNR"
2018,"NM",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(34.52088095200048, -106.24058098499967)",35,"RACE","RACEHPI"
2018,"US",24.2,24,24.5,430259,"","","","","","",59,"OVR","OVERALL"
2018,"SC",32.3,29.2,35.5,2070,"","","","Data not reported","","(33.998821303000454, -81.04537120699968)",45,"INC","INCNR"
2018,"MO",29.2,19.3,41.6,110,"","","","","Hispanic","(38.635790776000476, -92.56630005299968)",29,"RACE","RACEHIS"
2018,"KY",28.6,24.5,33,1018,"","","","$35,000 - $49,999","","(37.645970271000465, -84.77497104799966)",21,"INC","INC3550"
2018,"MA",28,24.9,31.4,1384,"","","","Data not reported","","(42.27687047000046, -72.08269067499964)",25,"INC","INCNR"
2018,"UT",NA,NA,NA,NA,"","","","","Other","(39.360700171000474, -111.58713063499971)",49,"RACE","RACEOTH"
2018,"AL",24.7,20.6,29.2,609,"25 - 34","","","","","(32.84057112200048, -86.63186076199969)",1,"AGEYR","AGEYR2534"
2018,"PA",29.8,27.3,32.4,1863,"","High school graduate","","","","(40.79373015200048, -77.86070029399963)",42,"EDU","EDUHSGRAD"
2018,"IN",15.3,7.6,28.4,65,"","","","","Asian","(39.766910452000445, -86.14996019399968)",18,"RACE","RACEASN"
2018,"GA",29.3,27.7,30.9,5188,"","","Female","","","(32.83968109300048, -83.62758034599966)",13,"GEN","FEMALE"
2018,"SD",36.5,28.8,45,550,"","","","Less than $15,000","","(44.353130053000484, -100.3735306369997)",46,"INC","INCLESS15"
2018,"ID",23.5,20.3,27.1,993,"","High school graduate","","","","(43.682630005000476, -114.3637300419997)",16,"EDU","EDUHSGRAD"
2018,"NC",12.4,10.6,14.3,1667,"","College graduate","","","","(35.466220975000454, -79.15925046299964)",37,"EDU","EDUCOGRAD"
2018,"AR",27.2,22.4,32.5,433,"35 - 44","","","","","(34.74865012400045, -92.27449074299966)",5,"AGEYR","AGEYR3544"
2018,"SD",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(44.353130053000484, -100.3735306369997)",46,"RACE","RACEHPI"
2018,"KS",26.7,24.6,28.9,2198,"55 - 64","","","","","(38.34774030000045, -98.20078122699965)",20,"AGEYR","AGEYR5564"
2018,"RI",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(41.70828019300046, -71.52247031399963)",44,"RACE","RACENAA"
2018,"LA",24.4,19.9,29.6,545,"","","","$35,000 - $49,999","","(31.31266064400046, -92.44568007099969)",22,"INC","INC3550"
2018,"MO",15.4,11.2,20.7,281,"18 - 24","","","","","(38.635790776000476, -92.56630005299968)",29,"AGEYR","AGEYR1824"
2018,"ND",12.5,8.8,17.5,252,"18 - 24","","","","","(47.47531977900047, -100.11842104899966)",38,"AGEYR","AGEYR1824"
2018,"WI",36.2,29,44.1,248,"","Less than high school","","","","(44.39319117400049, -89.81637074199966)",55,"EDU","EDUHS"
2018,"AK",16,11,22.6,304,"25 - 34","","","","","(64.84507995700051, -147.72205903599973)",2,"AGEYR","AGEYR2534"
2013,"PA",26.3,25.2,27.4,10564,"","","","","","(40.793730152, -77.860700294)",42,"OVR","OVERALL"
2018,"MI",21.4,18.8,24.3,1241,"35 - 44","","","","","(44.6613195430005, -84.71439026999968)",26,"AGEYR","AGEYR3544"
2018,"MS",36.7,34.6,38.8,3482,"","","Female","","","(32.745510099000455, -89.53803082499968)",28,"GEN","FEMALE"
2018,"UT",31.6,28.1,35.4,923,"","","","","Hispanic","(39.360700171000474, -111.58713063499971)",49,"RACE","RACEHIS"
2018,"CO",17.3,16,18.6,4574,"","","Female","","","(38.843840757000464, -106.13361092099967)",8,"GEN","FEMALE"
2018,"DE",16.8,12.3,22.4,315,"18 - 24","","","","","(39.008830667000495, -75.57774116799965)",10,"AGEYR","AGEYR1824"
2018,"OK",27.5,23.3,32.2,683,"","","","$35,000 - $49,999","","(35.47203135600046, -97.52107021399968)",40,"INC","INC3550"
2018,"WY",26.9,20.8,33.9,242,"","","","Less than $15,000","","(43.23554134300048, -108.10983035299967)",56,"INC","INCLESS15"
2018,"NC",14.5,6.2,30.3,55,"","","","","Asian","(35.466220975000454, -79.15925046299964)",37,"RACE","RACEASN"
2018,"WV",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(38.66551020200046, -80.71264013499967)",54,"RACE","RACENAA"
2018,"WI",27.4,22.8,32.6,654,"","","","Data not reported","","(44.39319117400049, -89.81637074199966)",55,"INC","INCNR"
2018,"DC",28,25.3,30.8,1632,"65 or older","","","","","(38.89037138500049, -77.03196112699965)",11,"AGEYR","AGEYR65PLUS"
2018,"MS",48.4,43.6,53.3,782,"","","","Less than $15,000","","(32.745510099000455, -89.53803082499968)",28,"INC","INCLESS15"
2018,"OK",32.5,26.2,39.4,285,"","","","","Non-Hispanic Black","(35.47203135600046, -97.52107021399968)",40,"RACE","RACEBLK"
2018,"US",21.9,21.4,22.3,118147,"","Some college or technical school","","","","",59,"EDU","EDUCOTEC"
2018,"NH",20.4,17.4,23.8,881,"45 - 54","","","","","(43.65595011300047, -71.50036091999965)",33,"AGEYR","AGEYR4554"
2018,"SD",14.6,11.9,17.7,1703,"","","","$75,000 or greater","","(44.353130053000484, -100.3735306369997)",46,"INC","INC75PLUS"
2018,"IL",13.1,11.3,15.1,1777,"","","","$75,000 or greater","","(40.48501028300046, -88.99771017799969)",17,"INC","INC75PLUS"
2018,"AK",38.6,27.9,50.4,184,"","","","Less than $15,000","","(64.84507995700051, -147.72205903599973)",2,"INC","INCLESS15"
2018,"CT",19.5,17.6,21.6,2567,"","Some college or technical school","","","","(41.56266102000046, -72.64984095199964)",9,"EDU","EDUCOTEC"
2018,"RI",24.8,20.7,29.5,628,"35 - 44","","","","","(41.70828019300046, -71.52247031399963)",44,"AGEYR","AGEYR3544"
2018,"HI",23.5,21.5,25.6,4059,"","","Female","","","(21.304850435000446, -157.85774940299973)",15,"GEN","FEMALE"
2018,"UT",15.8,14.5,17.1,5214,"","","Male","","","(39.360700171000474, -111.58713063499971)",49,"GEN","MALE"
2018,"NH",26.8,21.6,32.8,423,"","","","$25,000 - $34,999","","(43.65595011300047, -71.50036091999965)",33,"INC","INC2535"
2018,"IL",22.6,19.3,26.4,746,"35 - 44","","","","","(40.48501028300046, -88.99771017799969)",17,"AGEYR","AGEYR3544"
2018,"MA",19.8,16.2,24,804,"25 - 34","","","","","(42.27687047000046, -72.08269067499964)",25,"AGEYR","AGEYR2534"
2018,"IA",20.4,13.7,29.2,117,"","","","","2 or more races","(42.46940091300047, -93.81649055599968)",19,"RACE","RACE2PLUS"
2018,"ME",NA,NA,NA,NA,"","","","","Non-Hispanic Black","(45.254228894000505, -68.98503133599962)",23,"RACE","RACEBLK"
2018,"CT",26.2,18.7,35.5,142,"","","","","Other","(41.56266102000046, -72.64984095199964)",9,"RACE","RACEOTH"
2018,"MI",38.7,33.6,44,486,"","Less than high school","","","","(44.6613195430005, -84.71439026999968)",26,"EDU","EDUHS"
2018,"VT",20,17.1,23.2,1082,"45 - 54","","","","","(43.62538123900049, -72.51764079099962)",50,"AGEYR","AGEYR4554"
2018,"CA",32.1,29,35.4,1319,"","","","$15,000 - $24,999","","(37.63864012300047, -120.99999953799971)",6,"INC","INC1525"
2018,"ME",29.2,26.8,31.8,3184,"","High school graduate","","","","(45.254228894000505, -68.98503133599962)",23,"EDU","EDUHSGRAD"
2018,"WY",9.6,6.1,14.8,205,"18 - 24","","","","","(43.23554134300048, -108.10983035299967)",56,"AGEYR","AGEYR1824"
2018,"OH",25.6,22.6,28.9,1551,"","","","$35,000 - $49,999","","(40.06021014100048, -82.40426005599966)",39,"INC","INC3550"
2018,"NV",30.3,16.8,48.4,50,"","","","","American Indian/Alaska Native","(39.493240390000494, -117.07184056399967)",32,"RACE","RACENAA"
2018,"SC",41.8,37.2,46.5,984,"","","","Less than $15,000","","(33.998821303000454, -81.04537120699968)",45,"INC","INCLESS15"
2018,"PR",54.2,51.9,56.4,2982,"","","Female","","","(18.220833, -66.590149)",72,"GEN","FEMALE"
