"Year","LocationAbbr","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age.years.","Education","Gender","Income","Race.Ethnicity","GeoLocation","LocationID","StratificationCategoryId1","StratificationID1"
2017,"WI",27.6,25.3,30,2913,"","","Female","","","(44.393191174, -89.816370742)",55,"GEN","FEMALE"
2017,"MO",41.7,38.8,44.7,1998,"","Some college or technical school","","","","(38.635790776, -92.566300053)",29,"EDU","EDUCOTEC"
2017,"MT",41.3,38.7,43.9,2555,"","","Male","","","(47.066528972, -109.424420645)",30,"GEN","MALE"
2017,"PA",35.5,31.3,40,734,"35 - 44","","","","","(40.793730152, -77.860700294)",42,"AGEYR","AGEYR3544"
2017,"NM",33.1,28,38.6,729,"","","","Data not reported","","(34.520880952, -106.240580985)",35,"INC","INCNR"
2017,"IL",35.7,30.3,41.5,469,"","","","$25,000 - $34,999","","(40.485010283, -88.997710178)",17,"INC","INC2535"
2017,"ME",31.6,27.3,36.2,1030,"","","","$25,000 - $34,999","","(45.254228894001, -68.985031336)",23,"INC","INC2535"
2017,"MD",35,29.7,40.7,760,"","","","$25,000 - $34,999","","(39.290580964, -76.609260111)",24,"INC","INC2535"
2017,"RI",35.3,29.7,41.2,452,"25 - 34","","","","","(41.708280193, -71.522470314)",44,"AGEYR","AGEYR2534"
2017,"PA",37.3,35,39.7,2832,"","","Male","","","(40.793730152, -77.860700294)",42,"GEN","MALE"
2017,"WV",40.1,37.5,42.7,1796,"65 or older","","","","","(38.665510202, -80.712640135)",54,"AGEYR","AGEYR65PLUS"
2017,"OH",44.5,42.1,46.9,3956,"","High school graduate","","","","(40.060210141, -82.404260056)",39,"EDU","EDUHSGRAD"
2017,"VT",27.3,24.8,30,2071,"65 or older","","","","","(43.625381239, -72.517640791)",50,"AGEYR","AGEYR65PLUS"
2017,"GU",46,38.7,53.4,285,"45 - 54","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR4554"
2017,"MI",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(44.661319543001, -84.71439027)",26,"RACE","RACEHPI"
2017,"NM",38.4,33.8,43.2,679,"35 - 44","","","","","(34.520880952, -106.240580985)",35,"AGEYR","AGEYR3544"
2017,"NE",41.6,37.3,46.1,908,"18 - 24","","","","","(41.641040988001, -99.365720623)",31,"AGEYR","AGEYR1824"
2017,"NJ",37.8,35.5,40.2,4502,"","","Male","","","(40.130570048, -74.273691288)",34,"GEN","MALE"
2017,"LA",NA,NA,NA,NA,"","","","","Asian","(31.312660644, -92.445680071)",22,"RACE","RACEASN"
2017,"GA",36.2,33.4,39,1837,"65 or older","","","","","(32.839681093, -83.627580346)",13,"AGEYR","AGEYR65PLUS"
2017,"SC",42.4,38.5,46.3,1287,"","","","$35,000 - $49,999","","(33.998821303, -81.045371207)",45,"INC","INC3550"
2017,"DE",27.9,24.8,31.3,1364,"","College graduate","","","","(39.008830667, -75.577741168)",10,"EDU","EDUCOGRAD"
2017,"ND",40.2,34.5,46.3,576,"","","","$25,000 - $34,999","","(47.475319779, -100.118421049)",38,"INC","INC2535"
2017,"MD",38,34.2,41.9,1655,"","","","$50,000 - $74,999","","(39.290580964, -76.609260111)",24,"INC","INC5075"
2017,"LA",43.1,40.5,45.8,2450,"","","Female","","","(31.312660644, -92.445680071)",22,"GEN","FEMALE"
2017,"OH",31.7,29.4,34.2,2605,"","","","$75,000 or greater","","(40.060210141, -82.404260056)",39,"INC","INC75PLUS"
2017,"TN",44.4,29.5,60.5,84,"","","","","2 or more races","(35.68094058, -85.774490914)",47,"RACE","RACE2PLUS"
2017,"MD",25.3,20,31.6,361,"","","","","Hispanic","(39.290580964, -76.609260111)",24,"RACE","RACEHIS"
2017,"LA",39.9,36.9,43.1,1402,"","College graduate","","","","(31.312660644, -92.445680071)",22,"EDU","EDUCOGRAD"
2017,"MO",43.4,41,45.9,2986,"","","Male","","","(38.635790776, -92.566300053)",29,"GEN","MALE"
2017,"OH",39.3,36.8,42,2649,"55 - 64","","","","","(40.060210141, -82.404260056)",39,"AGEYR","AGEYR5564"
2017,"WY",NA,NA,NA,NA,"","","","","Non-Hispanic Black","(43.235541343, -108.109830353)",56,"RACE","RACEBLK"
2017,"PA",31,28.9,33.1,3253,"","","Female","","","(40.793730152, -77.860700294)",42,"GEN","FEMALE"
2017,"IL",31.3,25.1,38.3,363,"","","","Data not reported","","(40.485010283, -88.997710178)",17,"INC","INCNR"
2017,"MS",47,42.9,51.1,1299,"","High school graduate","","","","(32.745510099, -89.538030825)",28,"EDU","EDUHSGRAD"
2017,"IA",28.9,18.6,42,71,"","","","","Asian","(42.469400913, -93.816490556)",19,"RACE","RACEASN"
2017,"US",35.4,34.6,36.3,56161,"","","","$50,000 - $74,999","","",59,"INC","INC5075"
2017,"NH",33.8,30.9,36.8,2197,"","","Male","","","(43.655950113, -71.50036092)",33,"GEN","MALE"
2017,"HI",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(21.304850435, -157.857749403)",15,"RACE","RACENAA"
2017,"TN",38,32.2,44.1,542,"","","","","Non-Hispanic Black","(35.68094058, -85.774490914)",47,"RACE","RACEBLK"
2017,"GU",49.1,39,59.4,123,"","Less than high school","","","","(13.444304, 144.793731)",66,"EDU","EDUHS"
2017,"VI",NA,NA,NA,NA,"","","Male","","","(18.335765, -64.896335)",78,"GEN","MALE"
2017,"UT",37.9,33.9,42.1,935,"","","","$15,000 - $24,999","","(39.360700171, -111.587130635)",49,"INC","INC1525"
2017,"SC",45.2,40.4,50,952,"","","","$25,000 - $34,999","","(33.998821303, -81.045371207)",45,"INC","INC2535"
2017,"KS",34,32.8,35.2,10388,"","","Female","","","(38.3477403, -98.200781227)",20,"GEN","FEMALE"
2017,"IL",39.6,33.3,46.4,334,"18 - 24","","","","","(40.485010283, -88.997710178)",17,"AGEYR","AGEYR1824"
2017,"AZ",34.6,31.8,37.4,1582,"35 - 44","","","","","(34.86597028, -111.763811277)",4,"AGEYR","AGEYR3544"
2017,"CT",28.9,25.9,32.2,1674,"","","","Data not reported","","(41.56266102, -72.649840952)",9,"INC","INCNR"
2017,"ME",30.8,25.2,37.1,592,"","","","Data not reported","","(45.254228894001, -68.985031336)",23,"INC","INCNR"
2017,"PR",NA,NA,NA,NA,"","","","","Non-Hispanic White","(18.220833, -66.590149)",72,"RACE","RACEWHT"
2017,"VT",34,29.5,38.8,763,"","","","$35,000 - $49,999","","(43.625381239, -72.517640791)",50,"INC","INC3550"
2017,"WI",25.4,23,28.1,1954,"","College graduate","","","","(44.393191174, -89.816370742)",55,"EDU","EDUCOGRAD"
2017,"NC",37.4,32.7,42.3,598,"35 - 44","","","","","(35.466220975, -79.159250463)",37,"AGEYR","AGEYR3544"
2017,"OK",36.4,22.5,53,51,"","","","","Asian","(35.472031356, -97.521070214)",40,"RACE","RACEASN"
2017,"CA",32.5,31.1,33.9,8331,"","","","","","(37.638640123, -120.999999538)",6,"OVR","OVERALL"
2017,"TX",NA,NA,NA,NA,"","","","","Other","(31.827240407, -99.426770206)",48,"RACE","RACEOTH"
2017,"AZ",38.4,35.7,41.1,2372,"","","","Data not reported","","(34.86597028, -111.763811277)",4,"INC","INCNR"
2017,"FL",29.7,26.6,33,3924,"","","","$75,000 or greater","","(28.932040377, -81.928960539)",12,"INC","INC75PLUS"
2017,"DE",37.6,30.7,45.1,343,"","","","$25,000 - $34,999","","(39.008830667, -75.577741168)",10,"INC","INC2535"
2017,"SD",38.4,34.1,42.8,1421,"55 - 64","","","","","(44.353130053, -100.373530637)",46,"AGEYR","AGEYR5564"
2017,"OR",29.1,26.9,31.3,2708,"","","Female","","","(44.567449424, -120.155031326)",41,"GEN","FEMALE"
2017,"GA",40.6,36.5,44.8,913,"","","","$15,000 - $24,999","","(32.839681093, -83.627580346)",13,"INC","INC1525"
2017,"RI",30,24.8,35.6,509,"","","","$35,000 - $49,999","","(41.708280193, -71.522470314)",44,"INC","INC3550"
2017,"MD",30.9,28.9,33,4658,"","","","$75,000 or greater","","(39.290580964, -76.609260111)",24,"INC","INC75PLUS"
2017,"RI",29.5,26.3,32.9,1610,"","","","$75,000 or greater","","(41.708280193, -71.522470314)",44,"INC","INC75PLUS"
2017,"OR",32.6,28.7,36.7,659,"35 - 44","","","","","(44.567449424, -120.155031326)",41,"AGEYR","AGEYR3544"
2017,"DC",31.6,27.1,36.6,684,"","","","Data not reported","","(38.890371385, -77.031961127)",11,"INC","INCNR"
2017,"AR",42.6,36,49.4,864,"","","","Data not reported","","(34.748650124, -92.274490743)",5,"INC","INCNR"
2017,"RI",39,35.1,43,1205,"","High school graduate","","","","(41.708280193, -71.522470314)",44,"EDU","EDUHSGRAD"
2017,"AL",44.9,43.1,46.6,6140,"","","","","","(32.840571122, -86.631860762)",1,"OVR","OVERALL"
2017,"CA",33.1,28.3,38.3,632,"","","","$25,000 - $34,999","","(37.638640123, -120.999999538)",6,"INC","INC2535"
2017,"NH",25.5,23.1,28,2112,"65 or older","","","","","(43.655950113, -71.50036092)",33,"AGEYR","AGEYR65PLUS"
2017,"CA",35.5,31.7,39.5,971,"","","","Less than $15,000","","(37.638640123, -120.999999538)",6,"INC","INCLESS15"
2017,"US",37.8,37.1,38.6,62896,"45 - 54","","","","","",59,"AGEYR","AGEYR4554"
2017,"LA",45,43.1,47,4224,"","","","","","(31.312660644, -92.445680071)",22,"OVR","OVERALL"
2017,"NE",36.5,33.4,39.8,2252,"","","","$50,000 - $74,999","","(41.641040988001, -99.365720623)",31,"INC","INC5075"
2017,"NJ",39.4,34.9,44,1188,"","","","","Non-Hispanic Black","(40.130570048, -74.273691288)",34,"RACE","RACEBLK"
2017,"NE",38.2,35,41.5,2172,"","","","$35,000 - $49,999","","(41.641040988001, -99.365720623)",31,"INC","INC3550"
2017,"HI",37,35.5,38.6,7228,"","","","","","(21.304850435, -157.857749403)",15,"OVR","OVERALL"
2017,"AL",44.7,41.5,47.9,1769,"","Some college or technical school","","","","(32.840571122, -86.631860762)",1,"EDU","EDUCOTEC"
2017,"AL",36.6,25.1,49.8,104,"","","","","2 or more races","(32.840571122, -86.631860762)",1,"RACE","RACE2PLUS"
2017,"GA",40.7,37.5,44.1,1334,"","Some college or technical school","","","","(32.839681093, -83.627580346)",13,"EDU","EDUCOTEC"
2017,"AR",46.1,37.6,54.8,391,"","Less than high school","","","","(34.748650124, -92.274490743)",5,"EDU","EDUHS"
2017,"NV",37,30.2,44.5,488,"","","","$50,000 - $74,999","","(39.49324039, -117.071840564)",32,"INC","INC5075"
2017,"RI",38.2,32.7,44.1,619,"","","","$15,000 - $24,999","","(41.708280193, -71.522470314)",44,"INC","INC1525"
2017,"IL",35.9,30.8,41.3,596,"","","","$35,000 - $49,999","","(40.485010283, -88.997710178)",17,"INC","INC3550"
2017,"LA",44.3,40.3,48.4,943,"55 - 64","","","","","(31.312660644, -92.445680071)",22,"AGEYR","AGEYR5564"
2017,"MT",33.1,29.6,36.9,1170,"","","","$75,000 or greater","","(47.066528972, -109.424420645)",30,"INC","INC75PLUS"
2017,"NV",42.5,33.7,51.7,163,"","","","","Non-Hispanic Black","(39.49324039, -117.071840564)",32,"RACE","RACEBLK"
2017,"UT",32.8,28.9,37,774,"","","","","Hispanic","(39.360700171, -111.587130635)",49,"RACE","RACEHIS"
2017,"MS",50.2,45.3,55,680,"45 - 54","","","","","(32.745510099, -89.538030825)",28,"AGEYR","AGEYR4554"
2017,"MN",31.2,29.3,33.1,3472,"55 - 64","","","","","(46.355648736, -94.794200503)",27,"AGEYR","AGEYR5564"
2017,"US",36.9,36.1,37.8,41809,"25 - 34","","","","","",59,"AGEYR","AGEYR2534"
2017,"DC",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(38.890371385, -77.031961127)",11,"RACE","RACENAA"
2017,"IN",41,37.7,44.4,1090,"25 - 34","","","","","(39.766910452, -86.149960194)",18,"AGEYR","AGEYR2534"
2017,"MD",39.3,36.4,42.3,2308,"","","","","Non-Hispanic Black","(39.290580964, -76.609260111)",24,"RACE","RACEBLK"
2017,"VT",43.1,35.7,50.8,394,"","","","Less than $15,000","","(43.625381239, -72.517640791)",50,"INC","INCLESS15"
2017,"DC",28.7,26.1,31.5,2337,"","","Female","","","(38.890371385, -77.031961127)",11,"GEN","FEMALE"
2017,"NE",48.9,36,62,136,"","","","","2 or more races","(41.641040988001, -99.365720623)",31,"RACE","RACE2PLUS"
2017,"CO",44.7,37,52.7,229,"","","","","Non-Hispanic Black","(38.843840757, -106.133610921)",8,"RACE","RACEBLK"
2017,"OR",37.1,34.7,39.5,2088,"","","Male","","","(44.567449424, -120.155031326)",41,"GEN","MALE"
2017,"TX",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(31.827240407, -99.426770206)",48,"RACE","RACEHPI"
2017,"FL",35,30.5,39.8,2471,"","","","$35,000 - $49,999","","(28.932040377, -81.928960539)",12,"INC","INC3550"
2017,"OK",45.9,39.5,52.4,350,"","","","","American Indian/Alaska Native","(35.472031356, -97.521070214)",40,"RACE","RACENAA"
2017,"NE",36.3,33,39.8,1640,"35 - 44","","","","","(41.641040988001, -99.365720623)",31,"AGEYR","AGEYR3544"
2017,"GU",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(13.444304, 144.793731)",66,"RACE","RACENAA"
2017,"AL",47.4,43.4,51.4,1235,"","","","Data not reported","","(32.840571122, -86.631860762)",1,"INC","INCNR"
2017,"AZ",37.3,36.1,38.5,10011,"","","","","Non-Hispanic White","(34.86597028, -111.763811277)",4,"RACE","RACEWHT"
2017,"VT",29.9,23.6,37.2,265,"18 - 24","","","","","(43.625381239, -72.517640791)",50,"AGEYR","AGEYR1824"
2017,"PR",53.1,48.3,57.9,742,"55 - 64","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR5564"
2017,"LA",NA,NA,NA,NA,"","","","","Other","(31.312660644, -92.445680071)",22,"RACE","RACEOTH"
2017,"HI",37.4,33.8,41.1,1144,"45 - 54","","","","","(21.304850435, -157.857749403)",15,"AGEYR","AGEYR4554"
2017,"AR",43.9,35.7,52.4,217,"25 - 34","","","","","(34.748650124, -92.274490743)",5,"AGEYR","AGEYR2534"
2017,"DE",28.4,16.5,44.3,76,"","","","","Asian","(39.008830667, -75.577741168)",10,"RACE","RACEASN"
2017,"IL",34.2,29.9,38.8,601,"25 - 34","","","","","(40.485010283, -88.997710178)",17,"AGEYR","AGEYR2534"
2017,"GA",37.6,32.8,42.6,638,"","","","$50,000 - $74,999","","(32.839681093, -83.627580346)",13,"INC","INC5075"
2017,"NV",40.4,36.2,44.8,1203,"","Some college or technical school","","","","(39.49324039, -117.071840564)",32,"EDU","EDUCOTEC"
2017,"ID",44.3,37.8,51,379,"","","","Less than $15,000","","(43.682630005, -114.363730042)",16,"INC","INCLESS15"
2017,"WV",47.7,44.9,50.5,1801,"","High school graduate","","","","(38.665510202, -80.712640135)",54,"EDU","EDUHSGRAD"
2017,"AK",42.2,36.2,48.4,778,"","High school graduate","","","","(64.845079957001, -147.722059036)",2,"EDU","EDUHSGRAD"
2017,"VA",37.3,33.4,41.3,1035,"35 - 44","","","","","(37.542680674, -78.457890463)",51,"AGEYR","AGEYR3544"
2017,"MN",32.3,29.6,35.2,1973,"","","","$35,000 - $49,999","","(46.355648736, -94.794200503)",27,"INC","INC3550"
2017,"MN",36.9,33.7,40.3,1327,"","","","$25,000 - $34,999","","(46.355648736, -94.794200503)",27,"INC","INC2535"
2017,"MO",40.4,38.7,42.2,5906,"","","","","Non-Hispanic White","(38.635790776, -92.566300053)",29,"RACE","RACEWHT"
2017,"ID",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(43.682630005, -114.363730042)",16,"RACE","RACENAA"
2017,"WY",41.9,35.6,48.6,372,"","","","$25,000 - $34,999","","(43.235541343, -108.109830353)",56,"INC","INC2535"
2017,"VI",NA,NA,NA,NA,"","","","","Asian","(18.335765, -64.896335)",78,"RACE","RACEASN"
2017,"OK",45.9,44,47.8,4583,"","","","","Non-Hispanic White","(35.472031356, -97.521070214)",40,"RACE","RACEWHT"
2017,"DC",23.5,20.7,26.7,1153,"65 or older","","","","","(38.890371385, -77.031961127)",11,"AGEYR","AGEYR65PLUS"
2017,"MA",32.8,28.9,36.9,1515,"","","","Data not reported","","(42.27687047, -72.082690675)",25,"INC","INCNR"
2017,"MO",34,31.6,36.4,2724,"65 or older","","","","","(38.635790776, -92.566300053)",29,"AGEYR","AGEYR65PLUS"
2017,"KY",26.8,17,39.6,95,"","","","","Hispanic","(37.645970271, -84.774971048)",21,"RACE","RACEHIS"
2017,"MO",35.4,23,50,80,"","","","","Asian","(38.635790776, -92.566300053)",29,"RACE","RACEASN"
2017,"AK",43.6,39.4,48,1415,"","","Male","","","(64.845079957001, -147.722059036)",2,"GEN","MALE"
2017,"DE",32.8,27.9,38,651,"","","","Data not reported","","(39.008830667, -75.577741168)",10,"INC","INCNR"
2017,"MS",38.3,34.8,41.8,1483,"","College graduate","","","","(32.745510099, -89.538030825)",28,"EDU","EDUCOGRAD"
2017,"ID",38.8,32.1,45.9,394,"","","","Data not reported","","(43.682630005, -114.363730042)",16,"INC","INCNR"
2017,"AZ",37.3,35.1,39.5,2782,"55 - 64","","","","","(34.86597028, -111.763811277)",4,"AGEYR","AGEYR5564"
2017,"TX",42.4,39.6,45.3,4515,"","","Male","","","(31.827240407, -99.426770206)",48,"GEN","MALE"
2017,"MI",40,38.2,41.8,4505,"","","Male","","","(44.661319543001, -84.71439027)",26,"GEN","MALE"
2017,"IA",NA,NA,NA,NA,"","","","","Other","(42.469400913, -93.816490556)",19,"RACE","RACEOTH"
2017,"VT",33.8,29.1,38.9,738,"","","","$15,000 - $24,999","","(43.625381239, -72.517640791)",50,"INC","INC1525"
2017,"AL",42.1,35.5,48.9,309,"18 - 24","","","","","(32.840571122, -86.631860762)",1,"AGEYR","AGEYR1824"
2017,"NY",35,31.8,38.3,1367,"25 - 34","","","","","(42.827001032, -75.543970427)",36,"AGEYR","AGEYR2534"
2017,"SC",45.7,43.1,48.2,2993,"","High school graduate","","","","(33.998821303, -81.045371207)",45,"EDU","EDUHSGRAD"
2017,"IL",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(40.485010283, -88.997710178)",17,"RACE","RACENAA"
2017,"IL",36.3,33.9,38.8,2310,"","","Male","","","(40.485010283, -88.997710178)",17,"GEN","MALE"
2017,"GU",38.1,30.7,46,229,"25 - 34","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR2534"
2017,"TX",42.1,35.7,48.8,1047,"","","","$25,000 - $34,999","","(31.827240407, -99.426770206)",48,"INC","INC2535"
2017,"IL",28.7,26.2,31.2,1808,"65 or older","","","","","(40.485010283, -88.997710178)",17,"AGEYR","AGEYR65PLUS"
2017,"VT",31.5,27.8,35.5,962,"45 - 54","","","","","(43.625381239, -72.517640791)",50,"AGEYR","AGEYR4554"
2017,"PA",33.2,30,36.6,1279,"55 - 64","","","","","(40.793730152, -77.860700294)",42,"AGEYR","AGEYR5564"
2017,"WA",36.1,29.3,43.6,309,"","","","","2 or more races","(47.522278629, -120.47001079)",53,"RACE","RACE2PLUS"
2017,"MA",NA,NA,NA,NA,"","","","","Other","(42.27687047, -72.082690675)",25,"RACE","RACEOTH"
2017,"PA",34.8,29.7,40.2,470,"18 - 24","","","","","(40.793730152, -77.860700294)",42,"AGEYR","AGEYR1824"
2017,"AZ",33.3,31.9,34.7,7652,"","","Female","","","(34.86597028, -111.763811277)",4,"GEN","FEMALE"
2017,"IA",40.7,34.5,47.1,319,"","Less than high school","","","","(42.469400913, -93.816490556)",19,"EDU","EDUHS"
2017,"NY",34.2,30.5,38.1,1215,"","","","$35,000 - $49,999","","(42.827001032, -75.543970427)",36,"INC","INC3550"
2017,"SD",31.2,25.4,37.6,878,"","","","$15,000 - $24,999","","(44.353130053, -100.373530637)",46,"INC","INC1525"
2017,"NV",NA,NA,NA,NA,"","","","","Other","(39.49324039, -117.071840564)",32,"RACE","RACEOTH"
2017,"UT",36,32.7,39.5,1400,"","","","Data not reported","","(39.360700171, -111.587130635)",49,"INC","INCNR"
2017,"PA",36.6,33.9,39.5,1750,"","High school graduate","","","","(40.793730152, -77.860700294)",42,"EDU","EDUHSGRAD"
2017,"NE",42,40.1,43.8,6436,"","","Male","","","(41.641040988001, -99.365720623)",31,"GEN","MALE"
2017,"NM",37.4,35.7,39.3,5941,"","","","","","(34.520880952, -106.240580985)",35,"OVR","OVERALL"
2017,"HI",36.2,33.7,38.8,2467,"","","","$75,000 or greater","","(21.304850435, -157.857749403)",15,"INC","INC75PLUS"
2017,"NC",36.2,30.5,42.3,443,"","","","$25,000 - $34,999","","(35.466220975, -79.159250463)",37,"INC","INC2535"
2017,"IL",34.3,31.3,37.4,1376,"","Some college or technical school","","","","(40.485010283, -88.997710178)",17,"EDU","EDUCOTEC"
2017,"WA",28.6,26.8,30.4,4021,"","","","$75,000 or greater","","(47.522278629, -120.47001079)",53,"INC","INC75PLUS"
2017,"US",37.9,36.8,39,36267,"","","","$25,000 - $34,999","","",59,"INC","INC2535"
2017,"MS",47.3,41.6,53,462,"35 - 44","","","","","(32.745510099, -89.538030825)",28,"AGEYR","AGEYR3544"
