"Year","LocationAbbr","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Age.years.","Education","Gender","Income","Race.Ethnicity","GeoLocation","LocationID","StratificationCategoryId1","StratificationID1"
2013,"PR",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(18.220833, -66.590149)",72,"RACE","RACEHPI"
2014,"GU",32.5,25.7,40.1,323,"","","","","2 or more races","(13.444304, 144.793731)",66,"RACE","RACE2PLUS"
2014,"GU",39.8,35.5,44.3,821,"","","","","Hawaiian/Pacific Islander","(13.444304, 144.793731)",66,"RACE","RACEHPI"
2020,"AL",37.7,35,40.4,2089,"","","Male","","","(32.84057112200048, -86.63186076199969)",1,"GEN","MALE"
2011,"US",25.3,24.9,25.7,151776,"65 or older","","","","","",59,"AGEYR","AGEYR65PLUS"
2012,"US",28.7,28.1,29.2,120032,"","Some college or technical school","","","","",59,"EDU","EDUCOTEC"
2016,"AZ",36.4,32.7,40.3,1281,"45 - 54","","","","","(34.86597028, -111.763811277)",4,"AGEYR","AGEYR4554"
2016,"MS",39.8,36.1,43.6,1068,"55 - 64","","","","","(32.745510099, -89.538030825)",28,"AGEYR","AGEYR5564"
2016,"VI",34,25.2,44,231,"","","","$15,000 - $24,999","","(18.335765, -64.896335)",78,"INC","INC1525"
2016,"NE",35.9,30.9,41.2,1005,"","","","Less than $15,000","","(41.641040988001, -99.365720623)",31,"INC","INCLESS15"
2016,"KS",32.9,28.2,37.9,493,"","","","","Hispanic","(38.3477403, -98.200781227)",20,"RACE","RACEHIS"
2016,"MS",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(32.745510099, -89.538030825)",28,"RACE","RACEHPI"
2012,"US",25.8,21,31.4,950,"","","","","Hawaiian/Pacific Islander","",59,"RACE","RACEHPI"
2020,"GA",33.3,30.8,35.9,3669,"","","Male","","","(32.83968109300048, -83.62758034599966)",13,"GEN","MALE"
2018,"IA",38,35.9,40.1,2654,"","High school graduate","","","","(42.46940091300047, -93.81649055599968)",19,"EDU","EDUHSGRAD"
2020,"MA",32.6,27.3,38.3,503,"","","","","Hispanic","(42.27687047000046, -72.08269067499964)",25,"RACE","RACEHIS"
2015,"PR",23.2,20.7,25.8,1647,"65 or older","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR65PLUS"
2016,"MN",29.2,27.1,31.4,2452,"","","","$50,000 - $74,999","","(46.355648736, -94.794200503)",27,"INC","INC5075"
2016,"AK",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(64.845079957001, -147.722059036)",2,"RACE","RACEHPI"
2016,"GA",23.6,19.8,28,776,"","","","Data not reported","","(32.839681093, -83.627580346)",13,"INC","INCNR"
2016,"IA",38.3,32.1,44.9,419,"","","","Less than $15,000","","(42.469400913, -93.816490556)",19,"INC","INCLESS15"
2016,"IL",11.5,6.9,18.6,165,"","","","","Asian","(40.485010283, -88.997710178)",17,"RACE","RACEASN"
2016,"MS",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(32.745510099, -89.538030825)",28,"RACE","RACENAA"
2016,"AR",31.1,25.2,37.6,602,"","","","$50,000 - $74,999","","(34.748650124, -92.274490743)",5,"INC","INC5075"
2016,"DC",37.4,34.8,40,1901,"","","","","Non-Hispanic Black","(38.890371385, -77.031961127)",11,"RACE","RACEBLK"
2016,"OH",29.7,26.1,33.6,944,"25 - 34","","","","","(40.060210141, -82.404260056)",39,"AGEYR","AGEYR2534"
2016,"IA",18.4,14.4,23.3,364,"18 - 24","","","","","(42.469400913, -93.816490556)",19,"AGEYR","AGEYR1824"
2016,"AL",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(32.840571122, -86.631860762)",1,"RACE","RACEHPI"
2016,"VI",32.5,26,39.7,365,"","College graduate","","","","(18.335765, -64.896335)",78,"EDU","EDUCOGRAD"
2016,"TN",36.7,33.6,40,1831,"","High school graduate","","","","(35.68094058, -85.774490914)",47,"EDU","EDUHSGRAD"
2016,"VA",25.7,22.6,29,895,"25 - 34","","","","","(37.542680674, -78.457890463)",51,"AGEYR","AGEYR2534"
2016,"CA",23.3,21.8,24.8,5273,"","","","","Non-Hispanic White","(37.638640123, -120.999999538)",6,"RACE","RACEWHT"
2016,"MN",27.6,26.7,28.5,13621,"","","","","Non-Hispanic White","(46.355648736, -94.794200503)",27,"RACE","RACEWHT"
2016,"OR",32.7,28.6,37.1,681,"","","","$15,000 - $24,999","","(44.567449424, -120.155031326)",41,"INC","INC1525"
2013,"US",34.1,33.2,35.1,37398,"","Less than high school","","","","",59,"EDU","EDUHS"
2017,"CT",26.4,24.5,28.5,3371,"65 or older","","","","","(41.56266102, -72.649840952)",9,"AGEYR","AGEYR65PLUS"
2015,"GU",39.9,32.2,48.1,309,"45 - 54","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR4554"
2013,"PR",33.8,29.7,38,778,"35 - 44","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR3544"
2014,"AK",17.8,10.1,29.4,73,"","","","","Asian","(64.845079957001, -147.722059036)",2,"RACE","RACEASN"
2014,"GU",34.6,29,40.6,465,"25 - 34","","","","","(13.444304, 144.793731)",66,"AGEYR","AGEYR2534"
2014,"US",25.8,22.2,29.7,1835,"","","","","Other","",59,"RACE","RACEOTH"
2018,"TX",33.5,30.8,36.4,4698,"","","Male","","","(31.827240407000488, -99.42677020599967)",48,"GEN","MALE"
2014,"US",32.1,31.4,32.9,49240,"35 - 44","","","","","",59,"AGEYR","AGEYR3544"
2016,"SC",28.7,26.9,30.6,4262,"65 or older","","","","","(33.998821303, -81.045371207)",45,"AGEYR","AGEYR65PLUS"
2016,"IL",27.6,23.3,32.3,505,"25 - 34","","","","","(40.485010283, -88.997710178)",17,"AGEYR","AGEYR2534"
2016,"NC",33.4,29.5,37.5,784,"","","","$50,000 - $74,999","","(35.466220975, -79.159250463)",37,"INC","INC5075"
2016,"TX",31,28.9,33.2,6941,"","","","","Non-Hispanic White","(31.827240407, -99.426770206)",48,"RACE","RACEWHT"
2016,"TX",NA,NA,NA,NA,"","","","","Other","(31.827240407, -99.426770206)",48,"RACE","RACEOTH"
2016,"WA",33.5,27.7,39.8,323,"","","","","2 or more races","(47.522278629, -120.47001079)",53,"RACE","RACE2PLUS"
2012,"US",9.7,8.5,11.2,8252,"","","","","Asian","",59,"RACE","RACEASN"
2015,"GU",33.4,28.8,38.4,761,"","","Male","","","(13.444304, 144.793731)",66,"GEN","MALE"
2020,"PR",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(18.220833, -66.590149)",72,"RACE","RACEHPI"
2020,"PR",NA,NA,NA,NA,"","","","","Non-Hispanic White","(18.220833, -66.590149)",72,"RACE","RACEWHT"
2020,"PR",32.6,26.9,38.9,322,"","","","$35,000 - $49,999","","(18.220833, -66.590149)",72,"INC","INC3550"
2020,"PR",NA,NA,NA,NA,"","","","","Asian","(18.220833, -66.590149)",72,"RACE","RACEASN"
2020,"NV",36.4,26.5,47.5,144,"","","","Less than $15,000","","(39.493240390000494, -117.07184056399967)",32,"INC","INCLESS15"
2020,"SC",37,33.3,40.8,1001,"","High school graduate","","","","(33.998821303000454, -81.04537120699968)",45,"EDU","EDUHSGRAD"
2020,"SC",34.9,29.6,40.6,491,"","","","$50,000 - $74,999","","(33.998821303000454, -81.04537120699968)",45,"INC","INC5075"
2020,"WI",31.4,29.5,33.4,3959,"","","","","Non-Hispanic White","(44.39319117400049, -89.81637074199966)",55,"RACE","RACEWHT"
2020,"NM",40.9,25.5,58.2,73,"","","","","Non-Hispanic Black","(34.52088095200048, -106.24058098499967)",35,"RACE","RACEBLK"
2020,"NM",34.9,29.4,40.8,614,"","Less than high school","","","","(34.52088095200048, -106.24058098499967)",35,"EDU","EDUHS"
2020,"NV",4.4,1.4,12.7,59,"","","","","Asian","(39.493240390000494, -117.07184056399967)",32,"RACE","RACEASN"
2020,"OK",34.9,31.5,38.4,1087,"","","","$75,000 or greater","","(35.47203135600046, -97.52107021399968)",40,"INC","INC75PLUS"
2020,"AK",31.9,29.4,34.4,3335,"","","","","","(64.84507995700051, -147.72205903599973)",2,"OVR","OVERALL"
2020,"OK",42.7,36.5,49.2,388,"","","","","American Indian/Alaska Native","(35.47203135600046, -97.52107021399968)",40,"RACE","RACENAA"
2020,"WI",16.7,8.3,30.7,58,"","","","","Asian","(44.39319117400049, -89.81637074199966)",55,"RACE","RACEASN"
2020,"DC",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(38.89037138500049, -77.03196112699965)",11,"RACE","RACENAA"
2020,"NC",40.8,36.9,44.8,866,"45 - 54","","","","","(35.466220975000454, -79.15925046299964)",37,"AGEYR","AGEYR4554"
2020,"WY",39.9,34.8,45.3,493,"45 - 54","","","","","(43.23554134300048, -108.10983035299967)",56,"AGEYR","AGEYR4554"
2020,"TN",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(35.68094058000048, -85.77449091399967)",47,"RACE","RACEHPI"
2020,"MD",33.5,30.2,37,1635,"","","","$50,000 - $74,999","","(39.29058096400047, -76.60926011099963)",24,"INC","INC5075"
2020,"OH",38.6,34,43.3,989,"","","","Less than $15,000","","(40.06021014100048, -82.40426005599966)",39,"INC","INCLESS15"
2020,"GA",43,25.3,62.7,70,"","","","","American Indian/Alaska Native","(32.83968109300048, -83.62758034599966)",13,"RACE","RACENAA"
2020,"NJ",33.1,28.6,37.8,756,"","","","$35,000 - $49,999","","(40.13057004800049, -74.27369128799967)",34,"INC","INC3550"
2020,"RI",26.4,23.7,29.4,1651,"65 or older","","","","","(41.70828019300046, -71.52247031399963)",44,"AGEYR","AGEYR65PLUS"
2020,"MO",29.4,26.3,32.6,1455,"","","","Data not reported","","(38.635790776000476, -92.56630005299968)",29,"INC","INCNR"
2015,"GU",26.4,20.8,32.8,480,"","College graduate","","","","(13.444304, 144.793731)",66,"EDU","EDUCOGRAD"
2018,"NV",41.3,32.2,51.1,196,"","","","Less than $15,000","","(39.493240390000494, -117.07184056399967)",32,"INC","INCLESS15"
2018,"SC",36.8,34.4,39.3,2974,"","High school graduate","","","","(33.998821303000454, -81.04537120699968)",45,"EDU","EDUHSGRAD"
2018,"SC",35,31.5,38.7,1372,"","","","$50,000 - $74,999","","(33.998821303000454, -81.04537120699968)",45,"INC","INC5075"
2018,"VI",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(18.335765, -64.896335)",78,"RACE","RACEHPI"
2018,"WI",31.4,29.5,33.3,3926,"","","","","Non-Hispanic White","(44.39319117400049, -89.81637074199966)",55,"RACE","RACEWHT"
2018,"NM",30.8,17.6,48.2,75,"","","","","Non-Hispanic Black","(34.52088095200048, -106.24058098499967)",35,"RACE","RACEBLK"
2018,"NM",39.1,34.6,43.9,721,"","Less than high school","","","","(34.52088095200048, -106.24058098499967)",35,"EDU","EDUHS"
2018,"NV",14.8,6.7,29.8,78,"","","","","Asian","(39.493240390000494, -117.07184056399967)",32,"RACE","RACEASN"
2018,"OK",34,30.7,37.4,1145,"","","","$75,000 or greater","","(35.47203135600046, -97.52107021399968)",40,"INC","INC75PLUS"
2012,"US",33.3,32.7,33.9,96513,"55 - 64","","","","","",59,"AGEYR","AGEYR5564"
2018,"AK",29.5,27,32.2,2600,"","","","","","(64.84507995700051, -147.72205903599973)",2,"OVR","OVERALL"
2018,"OK",38,31.8,44.7,323,"","","","","American Indian/Alaska Native","(35.47203135600046, -97.52107021399968)",40,"RACE","RACENAA"
2018,"WI",NA,NA,NA,NA,"","","","","Asian","(44.39319117400049, -89.81637074199966)",55,"RACE","RACEASN"
2018,"DC",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(38.89037138500049, -77.03196112699965)",11,"RACE","RACENAA"
2018,"NC",44.5,40.1,49.1,730,"45 - 54","","","","","(35.466220975000454, -79.15925046299964)",37,"AGEYR","AGEYR4554"
2018,"WY",39.9,35.1,44.8,482,"45 - 54","","","","","(43.23554134300048, -108.10983035299967)",56,"AGEYR","AGEYR4554"
2018,"TN",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(35.68094058000048, -85.77449091399967)",47,"RACE","RACEHPI"
2018,"MD",30,27.1,33,2136,"","","","$50,000 - $74,999","","(39.29058096400047, -76.60926011099963)",24,"INC","INC5075"
2018,"OH",36.4,31.8,41.3,1041,"","","","Less than $15,000","","(40.06021014100048, -82.40426005599966)",39,"INC","INCLESS15"
2018,"GA",17.5,9.9,29.1,84,"","","","","American Indian/Alaska Native","(32.83968109300048, -83.62758034599966)",13,"RACE","RACENAA"
2018,"NJ",28.8,20.2,39.3,250,"","","","$35,000 - $49,999","","(40.13057004800049, -74.27369128799967)",34,"INC","INC3550"
2018,"RI",26.6,24.1,29.3,1874,"65 or older","","","","","(41.70828019300046, -71.52247031399963)",44,"AGEYR","AGEYR65PLUS"
2018,"MO",29.8,25.8,34.2,1087,"","","","Data not reported","","(38.635790776000476, -92.56630005299968)",29,"INC","INCNR"
2018,"MD",30.8,26.1,36,564,"","","","","Hispanic","(39.29058096400047, -76.60926011099963)",24,"RACE","RACEHIS"
2018,"NC",NA,NA,NA,NA,"","","","","Other","(35.466220975000454, -79.15925046299964)",37,"RACE","RACEOTH"
2018,"ID",23.1,20,26.5,1218,"","College graduate","","","","(43.682630005000476, -114.3637300419997)",16,"EDU","EDUCOGRAD"
2018,"AZ",30.4,25.9,35.3,777,"35 - 44","","","","","(34.865970280000454, -111.76381127699972)",4,"AGEYR","AGEYR3544"
2018,"RI",34.1,21.1,50,78,"","","","","2 or more races","(41.70828019300046, -71.52247031399963)",44,"RACE","RACE2PLUS"
2018,"TX",54.1,34.5,72.5,104,"","","","","American Indian/Alaska Native","(31.827240407000488, -99.42677020599967)",48,"RACE","RACENAA"
2018,"IL",36.7,32.6,41,700,"","","","","Hispanic","(40.48501028300046, -88.99771017799969)",17,"RACE","RACEHIS"
2018,"MA",30.3,17.3,47.4,53,"","","","","Other","(42.27687047000046, -72.08269067499964)",25,"RACE","RACEOTH"
2018,"NY",31,28.9,33.1,6866,"55 - 64","","","","","(42.82700103200045, -75.54397042699964)",36,"AGEYR","AGEYR5564"
2018,"GA",12.2,7.6,18.8,166,"","","","","Asian","(32.83968109300048, -83.62758034599966)",13,"RACE","RACEASN"
2018,"KY",33.2,29.9,36.7,1810,"","","","$75,000 or greater","","(37.645970271000465, -84.77497104799966)",21,"INC","INC75PLUS"
2018,"NV",33.6,26.3,41.7,254,"","Less than high school","","","","(39.493240390000494, -117.07184056399967)",32,"EDU","EDUHS"
2018,"MT",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(47.06652897200047, -109.42442064499971)",30,"RACE","RACEHPI"
2018,"NY",27.9,26.7,29.2,15565,"","","Male","","","(42.82700103200045, -75.54397042699964)",36,"GEN","MALE"
2018,"ID",NA,NA,NA,NA,"","","","","Non-Hispanic Black","(43.682630005000476, -114.3637300419997)",16,"RACE","RACEBLK"
2018,"NC",29.4,27.3,31.6,2938,"","","","","Non-Hispanic White","(35.466220975000454, -79.15925046299964)",37,"RACE","RACEWHT"
2018,"NJ",36.3,24.5,50,140,"","","","Less than $15,000","","(40.13057004800049, -74.27369128799967)",34,"INC","INCLESS15"
2018,"KY",37.8,32.2,43.7,717,"","Less than high school","","","","(37.645970271000465, -84.77497104799966)",21,"EDU","EDUHS"
2018,"AZ",35.1,30.5,40.1,1141,"","","","$15,000 - $24,999","","(34.865970280000454, -111.76381127699972)",4,"INC","INC1525"
2018,"RI",26.9,22.6,31.8,581,"35 - 44","","","","","(41.70828019300046, -71.52247031399963)",44,"AGEYR","AGEYR3544"
2018,"MA",27.5,23.7,31.8,679,"35 - 44","","","","","(42.27687047000046, -72.08269067499964)",25,"AGEYR","AGEYR3544"
2018,"ND",29.2,17.8,44,64,"","","","","Non-Hispanic Black","(47.47531977900047, -100.11842104899966)",38,"RACE","RACEBLK"
2018,"IA",NA,NA,NA,NA,"","","","","American Indian/Alaska Native","(42.46940091300047, -93.81649055599968)",19,"RACE","RACENAA"
2018,"AZ",31.7,18.8,48.3,105,"","","","","Other","(34.865970280000454, -111.76381127699972)",4,"RACE","RACEOTH"
2018,"MA",29.4,26.1,32.8,989,"45 - 54","","","","","(42.27687047000046, -72.08269067499964)",25,"AGEYR","AGEYR4554"
2018,"NY",31.4,28.9,34.1,2463,"","","","","Hispanic","(42.82700103200045, -75.54397042699964)",36,"RACE","RACEHIS"
2018,"ND",38.1,31.5,45.3,438,"","","","$25,000 - $34,999","","(47.47531977900047, -100.11842104899966)",38,"INC","INC2535"
2018,"WA",31.4,27.1,36.2,618,"","Less than high school","","","","(47.52227862900048, -120.47001078999972)",53,"EDU","EDUHS"
2018,"MD",30.9,29.8,32.1,16029,"","","","","","(39.29058096400047, -76.60926011099963)",24,"OVR","OVERALL"
2018,"DE",NA,NA,NA,NA,"","","","","Hawaiian/Pacific Islander","(39.008830667000495, -75.57774116799965)",10,"RACE","RACEHPI"
2018,"SD",32,25.3,39.5,662,"","","","$25,000 - $34,999","","(44.353130053000484, -100.3735306369997)",46,"INC","INC2535"
2018,"GU",21.8,15.3,29.9,195,"","","","Data not reported","","(13.444304, 144.793731)",66,"INC","INCNR"
2018,"VT",28,26.4,29.8,5572,"","","","","Non-Hispanic White","(43.62538123900049, -72.51764079099962)",50,"RACE","RACEWHT"
2018,"OH",36.5,27.3,46.9,214,"","","","","2 or more races","(40.06021014100048, -82.40426005599966)",39,"RACE","RACE2PLUS"
2018,"NE",43.2,30.6,56.7,167,"","","","","American Indian/Alaska Native","(41.6410409880005, -99.36572062299967)",31,"RACE","RACENAA"
2018,"UT",24.1,21.3,27.2,1384,"","","","Data not reported","","(39.360700171000474, -111.58713063499971)",49,"INC","INCNR"
2018,"NH",27.1,24.3,30,1786,"","","","$75,000 or greater","","(43.65595011300047, -71.50036091999965)",33,"INC","INC75PLUS"
2018,"MS",46.3,42.4,50.4,897,"45 - 54","","","","","(32.745510099000455, -89.53803082499968)",28,"AGEYR","AGEYR4554"
2018,"PR",18.8,14,24.7,317,"18 - 24","","","","","(18.220833, -66.590149)",72,"AGEYR","AGEYR1824"
2018,"MT",11.6,8.2,16.1,276,"18 - 24","","","","","(47.06652897200047, -109.42442064499971)",30,"AGEYR","AGEYR1824"
2018,"CA",20.9,19.2,22.6,3852,"","","","$75,000 or greater","","(37.63864012300047, -120.99999953799971)",6,"INC","INC75PLUS"
2018,"KS",41.7,37,46.5,644,"","","","Less than $15,000","","(38.34774030000045, -98.20078122699965)",20,"INC","INCLESS15"
2018,"HI",21.8,18.4,25.7,868,"","","","$35,000 - $49,999","","(21.304850435000446, -157.85774940299973)",15,"INC","INC3550"
2018,"IN",33.3,19.3,51,62,"","","","","Other","(39.766910452000445, -86.14996019399968)",18,"RACE","RACEOTH"
2018,"CT",24.2,21.2,27.4,1625,"","","","Data not reported","","(41.56266102000046, -72.64984095199964)",9,"INC","INCNR"
